_,Starting chaos monkey,2024-12-14 23:10:31_446
site_7,Changing board state to Standby_active,2024-12-14 23:10:34_283
site_7,Changing voltage for 1OCJC8RL5FU0I61S from site_7 to set_normal_voltage,2024-12-14 23:10:39_247
site_4,Changing voltage for K7ESV0EKGGQ2AKHL from site_4 to set_low_voltage,2024-12-14 23:10:43_464
site_2,Changing board state to Standby_active,2024-12-14 23:10:46_381
site_8,Changing voltage for 6YQNYKYLLT2FB7GT from site_8 to set_normal_voltage,2024-12-14 23:10:49_219
site_7,Changing board state to Standby_failed,2024-12-14 23:10:50_255
site_6,Changing board state to Standby_active,2024-12-14 23:10:52_035
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-14 23:11:03_783
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-14 23:11:09_628
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-14 23:11:21_611
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-14 23:11:33_809
site_5,Changing board state to Standby_active,2024-12-14 23:11:35_701
site_4,Changing board state to Standby_active,2024-12-14 23:11:40_199
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-14 23:11:53_722
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-14 23:12:08_369
site_8,Changing board state to Standby_active,2024-12-14 23:12:09_750
site_4,Changing board state to Standby_failed,2024-12-14 23:12:14_173
site_4,Changing board state to Standby_active,2024-12-14 23:12:17_653
site_1,Changing board state to Standby_active,2024-12-14 23:12:20_720
site_8,Changing board state to Standby_failed,2024-12-14 23:12:24_724
site_8,Changing board state to Standby_active,2024-12-14 23:12:30_501
site_8,Changing board state to Standby_failed,2024-12-14 23:12:31_223
site_2,Changing voltage for QOISHEMLFTTF4XY7 from site_2 to set_high_voltage,2024-12-14 23:12:33_841
site_4,Changing board state to Standby_failed,2024-12-14 23:12:34_846
site_4,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-14 23:12:46_566
site_4,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-14 23:12:58_897
site_2,Changing board state to Standby_failed,2024-12-14 23:12:59_540
site_2,Changing board state to Standby_active,2024-12-14 23:13:06_337
site_2,Changing voltage for 7RIRDBB6RXDNSIIS from site_2 to set_normal_voltage,2024-12-14 23:13:11_995
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-14 23:13:25_504
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-14 23:13:41_339
site_4,Changing voltage for D8IKT2UYSDDZ95PQ from site_4 to set_normal_voltage,2024-12-14 23:13:47_858
site_1,Changing board state to Standby_failed,2024-12-14 23:13:48_116
site_6,Changing board state to Standby_failed,2024-12-14 23:13:50_058
site_5,Changing board state to Standby_active,2024-12-14 23:14:00_886
site_4,Changing board state to Standby_active,2024-12-14 23:14:01_179
site_5,Changing voltage for B6RCQNSRXYTMDZFY from site_5 to set_normal_voltage,2024-12-14 23:14:02_790
site_2,Changing board state to Standby_failed,2024-12-14 23:14:06_159
site_3,Changing board state to Standby_active,2024-12-14 23:14:06_504
site_6,Changing voltage for QWA3AOB637NF9F76 from site_6 to set_low_voltage,2024-12-14 23:14:12_084
site_8,Changing board state to Standby_active,2024-12-14 23:14:15_255
site_4,Changing voltage for F7DDDK3JCATL2I9O from site_4 to set_normal_voltage,2024-12-14 23:14:21_752
site_3,Changing board state to Standby_failed,2024-12-14 23:14:23_285
site_6,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-14 23:14:36_308
site_6,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-14 23:14:46_160
site_3,Changing board state to Standby_active,2024-12-14 23:14:52_351
site_8,Changing voltage for 8FDQG94HLETQ0KVJ from site_8 to set_high_voltage,2024-12-14 23:14:55_863
site_4,Changing voltage for O4FZKOZ8HVGCPZMB from site_4 to set_normal_voltage,2024-12-14 23:15:02_582
