_,Starting chaos monkey,2024-11-20 11:17:37_024
site_1,Changing voltage for 2ALPKUJVA3QV0MUB from site_1 to set_high_voltage,2024-11-20 11:17:39_398
site_1,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 11:17:53_699
site_1,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 11:18:07_558
site_4,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 11:18:17_976
site_4,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 11:18:26_042
site_7,Changing voltage for F7DDDK3JCATL2I9O from site_7 to set_normal_voltage,2024-11-20 11:18:27_561
site_1,Changing board state to Standby_active,2024-11-20 11:18:33_271
site_1,Changing board state to Standby_failed,2024-11-20 11:18:34_205
site_8,Changing voltage for QPLVPXG5UAWCBIHP from site_8 to set_high_voltage,2024-11-20 11:18:42_011
site_5,Changing board state to Standby_active,2024-11-20 11:18:44_186
site_5,Changing board state to Standby_failed,2024-11-20 11:18:51_786
site_5,Changing voltage for NZS8AUTPJCPJGPLH from site_5 to set_normal_voltage,2024-11-20 11:18:56_862
site_1,Changing board state to Standby_active,2024-11-20 11:18:58_593
site_3,Changing voltage for MPCB9J5OE4CW3K31 from site_3 to set_high_voltage,2024-11-20 11:19:09_500
site_6,Changing voltage for YLJQ7MN32YPIY8IW from site_6 to set_normal_voltage,2024-11-20 11:19:13_235
site_3,Changing voltage for P989KH4GB7C6T7E3 from site_3 to set_normal_voltage,2024-11-20 11:19:15_373
site_5,Changing voltage for P66UWM8CN8RMZRBX from site_5 to set_low_voltage,2024-11-20 11:19:20_627
site_8,Changing voltage for ATJQ0J439JNYG8KD from site_8 to set_low_voltage,2024-11-20 11:19:23_219
site_3,Changing board state to Standby_active,2024-11-20 11:19:24_389
site_5,Changing voltage for W9U6ZMB23D6MJ3C3 from site_5 to set_normal_voltage,2024-11-20 11:19:26_148
site_2,Changing board state to Standby_active,2024-11-20 11:19:29_247
site_4,Changing board state to Standby_active,2024-11-20 11:19:31_143
site_8,Changing voltage for HY9PVGXHEPODQCP6 from site_8 to set_normal_voltage,2024-11-20 11:19:34_255
site_4,Changing board state to Standby_failed,2024-11-20 11:19:39_298
site_1,Changing voltage for 0P34OTM1BOCMTVSP from site_1 to set_normal_voltage,2024-11-20 11:19:40_742
site_4,Changing voltage for 9RWZKUK4N9QA6VIE from site_4 to set_high_voltage,2024-11-20 11:19:41_669
site_4,Changing voltage for QG6D96MC6LTULLGW from site_4 to set_normal_voltage,2024-11-20 11:19:43_607
site_2,Changing board state to Standby_failed,2024-11-20 11:19:45_705
site_3,Changing board state to Standby_failed,2024-11-20 11:19:51_988
site_8,Changing voltage for 32X65CP9PI70XKLQ from site_8 to set_low_voltage,2024-11-20 11:19:54_531
site_4,Changing voltage for 1KRMNWL4IX7LFOTE from site_4 to set_high_voltage,2024-11-20 11:19:56_235
site_4,Changing board state to Standby_active,2024-11-20 11:19:58_053
site_8,Changing board state to Standby_active,2024-11-20 11:20:04_436
site_1,Changing board state to Standby_failed,2024-11-20 11:20:08_953
site_5,Changing board state to Standby_active,2024-11-20 11:20:14_443
site_7,Changing board state to Standby_active,2024-11-20 11:20:16_283
site_2,Changing board state to Standby_active,2024-11-20 11:20:22_724
site_6,Changing voltage for VSV7U3DWMYS7ADSL from site_6 to set_high_voltage,2024-11-20 11:20:27_755
site_3,Changing voltage for 1OB2WOHAJ789M8Q9 from site_3 to set_normal_voltage,2024-11-20 11:20:31_607
site_8,Changing board state to Standby_failed,2024-11-20 11:20:31_664
site_4,Changing voltage for GR9UWLAOGPAJ3OU5 from site_4 to set_normal_voltage,2024-11-20 11:20:32_866
site_4,Changing voltage for I1J3L4IJV9JUNI7W from site_4 to set_normal_voltage,2024-11-20 11:20:37_257
site_2,Changing voltage for JP8I7CSD1UIEMGFB from site_2 to set_low_voltage,2024-11-20 11:20:42_890
site_2,Changing voltage for P66UWM8CN8RMZRBX from site_2 to set_low_voltage,2024-11-20 11:20:43_587
site_1,Changing voltage for H7L85MCOHMRLZ5U3 from site_1 to set_normal_voltage,2024-11-20 11:20:54_802
site_3,Changing voltage for D8IKT2UYSDDZ95PQ from site_3 to set_normal_voltage,2024-11-20 11:21:00_049
site_5,Changing board state to Standby_failed,2024-11-20 11:21:01_416
site_5,Changing board state to Standby_active,2024-11-20 11:21:02_190
