_,Starting chaos monkey,2024-11-19 20:16:56_237
site_5,Changing board state to Standby_active,2024-11-19 20:17:02_034
site_6,Changing board state to Standby_active,2024-11-19 20:17:05_986
site_7,Changing board state to Standby_active,2024-11-19 20:17:06_916
site_5,Changing voltage for GVXMEDXDW2E5ZNYP from site_5 to set_normal_voltage,2024-11-19 20:17:10_345
site_6,Changing voltage for HOEQ8O9SUMPE80JN from site_6 to set_normal_voltage,2024-11-19 20:17:18_751
site_5,Changing board state to Standby_failed,2024-11-19 20:17:25_004
site_2,Changing board state to Standby_active,2024-11-19 20:17:25_991
site_3,Changing board state to Standby_active,2024-11-19 20:17:27_887
site_2,Changing voltage for FR8I24HB0WB7T468 from site_2 to set_high_voltage,2024-11-19 20:17:32_102
site_2,Changing board state to Standby_failed,2024-11-19 20:17:35_836
site_6,Changing voltage for XRTUB87HZOQB2TD5 from site_6 to set_normal_voltage,2024-11-19 20:17:39_581
site_7,Changing board state to Standby_failed,2024-11-19 20:17:44_334
site_5,Changing board state to Standby_active,2024-11-19 20:17:46_010
site_3,Changing board state to Standby_failed,2024-11-19 20:17:48_370
site_6,Changing board state to Standby_failed,2024-11-19 20:17:53_742
site_6,Changing board state to Standby_active,2024-11-19 20:17:55_754
site_3,Changing board state to Standby_active,2024-11-19 20:17:57_011
site_5,Changing board state to Standby_failed,2024-11-19 20:18:02_190
site_7,Changing board state to Standby_active,2024-11-19 20:18:04_044
site_2,Changing voltage for GVXMEDXDW2E5ZNYP from site_2 to set_normal_voltage,2024-11-19 20:18:07_331
site_1,Changing board state to Standby_active,2024-11-19 20:18:14_301
site_7,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 20:18:17_571
site_7,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 20:18:21_350
site_4,Changing voltage for 3EW0CWX46TAPWDZ3 from site_4 to set_high_voltage,2024-11-19 20:18:24_583
site_5,Changing voltage for 0FLW1HTQA4EC2ZEV from site_5 to set_normal_voltage,2024-11-19 20:18:29_425
site_7,Changing board state to Standby_active,2024-11-19 20:18:30_689
site_6,Changing board state to Standby_failed,2024-11-19 20:18:32_061
site_4,Changing board state to Standby_active,2024-11-19 20:18:40_067
site_7,Changing board state to Standby_failed,2024-11-19 20:18:40_662
site_1,Changing board state to Standby_failed,2024-11-19 20:18:41_196
site_6,Changing voltage for QRJP94RG06U8UWSC from site_6 to set_low_voltage,2024-11-19 20:18:42_028
site_1,Changing board state to Standby_active,2024-11-19 20:18:43_047
site_7,Changing voltage for WQTLUF0K8JCZ3W4O from site_7 to set_low_voltage,2024-11-19 20:18:43_677
site_3,Changing voltage for RBQQLRUTJ1SV96ZX from site_3 to set_high_voltage,2024-11-19 20:18:48_830
site_1,Changing voltage for ZD98BY29VUQO6VTN from site_1 to set_low_voltage,2024-11-19 20:18:50_659
site_7,Changing board state to Standby_active,2024-11-19 20:18:52_550
site_7,Changing board state to Standby_failed,2024-11-19 20:18:56_022
site_7,Changing board state to Standby_active,2024-11-19 20:18:57_313
site_6,Changing voltage for 3EW0CWX46TAPWDZ3 from site_6 to set_low_voltage,2024-11-19 20:18:59_898
site_3,Changing voltage for F2GT8ETBMLYU8PC5 from site_3 to set_low_voltage,2024-11-19 20:19:01_749
site_4,Changing voltage for ZK0MG8FQWMPKCZNI from site_4 to set_normal_voltage,2024-11-19 20:19:05_761
site_3,Changing board state to Standby_failed,2024-11-19 20:19:08_709
site_5,Changing board state to Standby_active,2024-11-19 20:19:10_860
site_2,Changing board state to Standby_active,2024-11-19 20:19:13_803
site_3,Changing board state to Standby_active,2024-11-19 20:19:15_336
site_3,Changing board state to Standby_failed,2024-11-19 20:19:15_987
site_7,Changing board state to Standby_failed,2024-11-19 20:19:19_218
site_1,Changing board state to Standby_failed,2024-11-19 20:19:21_981
site_5,Changing board state to Standby_failed,2024-11-19 20:19:23_472
site_4,Changing board state to Standby_failed,2024-11-19 20:19:31_506
site_2,Changing board state to Standby_failed,2024-11-19 20:19:32_838
site_2,Changing voltage for 72SD9F2T0RZ400AK from site_2 to set_high_voltage,2024-11-19 20:19:44_835
site_5,Changing board state to Standby_active,2024-11-19 20:19:46_386
site_2,Changing voltage for 94ID05IH7SCWT0SW from site_2 to set_high_voltage,2024-11-19 20:19:48_135
site_3,Changing board state to Standby_active,2024-11-19 20:20:05_353
site_4,Changing board state to Standby_active,2024-11-19 20:20:06_529
site_2,Changing board state to Standby_active,2024-11-19 20:20:06_947
site_5,Changing board state to Standby_failed,2024-11-19 20:20:10_271
site_3,Changing board state to Standby_failed,2024-11-19 20:20:13_760
site_3,Changing board state to Standby_active,2024-11-19 20:20:16_454
site_5,Changing voltage for TZYLQST2LFN7A7IG from site_5 to set_low_voltage,2024-11-19 20:20:20_093
site_4,Changing board state to Standby_failed,2024-11-19 20:20:24_709
site_6,Changing board state to Standby_active,2024-11-19 20:20:25_471
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 20:20:37_368
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 20:20:46_192
site_4,Changing voltage for F2GT8ETBMLYU8PC5 from site_4 to set_low_voltage,2024-11-19 20:20:48_385
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 20:20:51_985
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 20:21:06_926
site_6,Changing voltage for 04CY6S4GHLR6E1VX from site_6 to set_normal_voltage,2024-11-19 20:21:10_584
site_5,Changing voltage for TZYLQST2LFN7A7IG from site_5 to set_high_voltage,2024-11-19 20:21:19_864
site_7,Changing voltage for Q7NXBMSU01KBW3JS from site_7 to set_normal_voltage,2024-11-19 20:21:19_991
site_5,Changing voltage for EVJCGOKASVBO85S7 from site_5 to set_low_voltage,2024-11-19 20:21:21_162
site_7,Changing voltage for CDTA129BFJI4ZO04 from site_7 to set_low_voltage,2024-11-19 20:21:24_129
site_6,Changing voltage for MZ5HG4HN6K5EM5WM from site_6 to set_normal_voltage,2024-11-19 20:21:26_013
site_3,Changing board state to Standby_active,2024-11-19 20:21:26_688
site_2,Changing voltage for WVOY1VTBNO5NHFCS from site_2 to set_normal_voltage,2024-11-19 20:21:28_714
site_2,Changing board state to Standby_failed,2024-11-19 20:21:33_780
site_1,Changing board state to Standby_active,2024-11-19 20:21:40_240
site_6,Changing voltage for 94ID05IH7SCWT0SW from site_6 to set_low_voltage,2024-11-19 20:21:42_466
site_1,Changing board state to Standby_failed,2024-11-19 20:21:43_983
site_2,Changing voltage for 8E913U7XCVXNUIQJ from site_2 to set_normal_voltage,2024-11-19 20:21:48_290
site_4,Changing voltage for Q7NXBMSU01KBW3JS from site_4 to set_low_voltage,2024-11-19 20:21:49_906
site_1,Changing voltage for LT2EGU9PIFZU91YL from site_1 to set_normal_voltage,2024-11-19 20:21:51_529
site_6,Changing voltage for 6EPS6K6TM8X32S6B from site_6 to set_normal_voltage,2024-11-19 20:21:53_842
site_1,Changing board state to Standby_active,2024-11-19 20:22:03_600
site_4,Changing board state to Standby_active,2024-11-19 20:22:06_862
site_3,Changing board state to Standby_failed,2024-11-19 20:22:09_921
site_5,Changing voltage for ZK0MG8FQWMPKCZNI from site_5 to set_normal_voltage,2024-11-19 20:22:16_884
site_4,Changing board state to Standby_failed,2024-11-19 20:22:18_298
site_7,Changing board state to Standby_active,2024-11-19 20:22:25_918
site_6,Changing voltage for E2S7R6EO7L5G2H9T from site_6 to set_normal_voltage,2024-11-19 20:22:26_781
site_3,Changing board state to Standby_active,2024-11-19 20:22:28_653
site_2,Changing voltage for MV3JB3Z9RV6ACC8C from site_2 to set_normal_voltage,2024-11-19 20:22:29_420
site_1,Changing board state to Standby_failed,2024-11-19 20:22:34_320
site_4,Changing voltage for R17W7TELMHSMJUFT from site_4 to set_low_voltage,2024-11-19 20:22:34_785
site_2,Changing board state to Standby_active,2024-11-19 20:22:37_988
site_7,Changing board state to Standby_failed,2024-11-19 20:22:43_608
site_1,Changing voltage for P3D20LT6DTV7R1RS from site_1 to set_low_voltage,2024-11-19 20:22:45_532
site_2,Changing board state to Standby_failed,2024-11-19 20:22:46_542
site_6,Changing voltage for R17W7TELMHSMJUFT from site_6 to set_low_voltage,2024-11-19 20:22:57_076
site_2,Changing voltage for 3EW0CWX46TAPWDZ3 from site_2 to set_low_voltage,2024-11-19 20:23:02_737
site_3,Changing voltage for P3D20LT6DTV7R1RS from site_3 to set_low_voltage,2024-11-19 20:23:08_452
site_3,Changing board state to Standby_failed,2024-11-19 20:23:09_398
site_1,Changing board state to Standby_active,2024-11-19 20:23:14_697
site_1,Changing voltage for TZYLQST2LFN7A7IG from site_1 to set_low_voltage,2024-11-19 20:23:21_780
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 20:23:35_882
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 20:23:47_830
site_4,Changing voltage for PXUZ4FEV3HNWIA2I from site_4 to set_normal_voltage,2024-11-19 20:23:48_954
