_,Starting chaos monkey,2024-12-03 10:36:57_668
site_2,Changing voltage for H9JS4C6SBQFOQ98A from site_2 to set_normal_voltage,2024-12-03 10:37:01_885
site_7,Changing voltage for R44KLZFEKLNJIWZ0 from site_7 to set_high_voltage,2024-12-03 10:37:12_218
site_6,Changing board state to Standby_active,2024-12-03 10:37:13_269
site_8,Changing board state to Standby_active,2024-12-03 10:37:18_955
site_9,Changing voltage for 116VN094YR972XV3 from site_9 to set_low_voltage,2024-12-03 10:37:20_354
site_10,Changing board state to Standby_active,2024-12-03 10:37:21_066
site_10,Changing board state to Standby_failed,2024-12-03 10:37:24_719
site_4,Changing board state to Standby_active,2024-12-03 10:37:26_457
site_2,Changing voltage for SEJH5GGN758AIUIX from site_2 to set_normal_voltage,2024-12-03 10:37:27_887
site_8,Changing voltage for V9QKUD8WP1ZND4ZH from site_8 to set_low_voltage,2024-12-03 10:37:33_777
site_5,Changing voltage for BZYIM78JEI42XZ4O from site_5 to set_low_voltage,2024-12-03 10:37:35_900
site_2,Changing board state to Standby_active,2024-12-03 10:37:36_617
site_8,Changing board state to Standby_failed,2024-12-03 10:37:38_327
site_6,Changing voltage for JG9IDARQJ3KGAEAF from site_6 to set_low_voltage,2024-12-03 10:37:39_471
site_7,Changing board state to Standby_active,2024-12-03 10:37:39_990
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-03 10:37:52_203
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-03 10:38:09_828
site_3,Changing voltage for CN36OTBLQPD4JTCI from site_3 to set_normal_voltage,2024-12-03 10:38:14_806
site_8,Changing board state to Standby_active,2024-12-03 10:38:22_760
site_4,Changing voltage for CNA6V09X4ADZMNCT from site_4 to set_normal_voltage,2024-12-03 10:38:29_940
site_4,Changing board state to Standby_failed,2024-12-03 10:38:38_043
site_7,Changing board state to Standby_failed,2024-12-03 10:38:47_577
site_9,Changing voltage for 370EROL6BFLA6XBP from site_9 to set_high_voltage,2024-12-03 10:38:48_979
site_1,Changing voltage for I1DKT4TAWEG0XTCI from site_1 to set_low_voltage,2024-12-03 10:38:50_506
site_9,Changing board state to Standby_active,2024-12-03 10:38:51_763
site_6,Changing voltage for 3TEJG7UA4XVG9I84 from site_6 to set_low_voltage,2024-12-03 10:38:56_717
site_2,Changing board state to Standby_failed,2024-12-03 10:39:01_667
site_4,Changing voltage for E5VUZYSYZF4HHVV3 from site_4 to set_high_voltage,2024-12-03 10:39:07_834
site_3,Changing voltage for ENP84Q9RGGABROX5 from site_3 to set_normal_voltage,2024-12-03 10:39:10_363
site_7,Changing board state to Standby_active,2024-12-03 10:39:18_795
site_7,Changing voltage for I1DKT4TAWEG0XTCI from site_7 to set_high_voltage,2024-12-03 10:39:21_457
site_2,Changing board state to Standby_active,2024-12-03 10:39:22_025
site_7,Changing voltage for 1J1NXDEWLQ3SKVGQ from site_7 to set_low_voltage,2024-12-03 10:39:24_942
site_4,Changing board state to Standby_active,2024-12-03 10:39:27_961
site_8,Changing board state to Standby_failed,2024-12-03 10:39:33_277
site_6,Changing board state to Standby_failed,2024-12-03 10:39:34_733
site_9,Changing board state to Standby_failed,2024-12-03 10:39:41_562
site_6,Changing board state to Standby_active,2024-12-03 10:39:43_309
site_3,Changing voltage for KBK7V3N50CVEYKAK from site_3 to set_normal_voltage,2024-12-03 10:39:47_944
site_3,Changing board state to Standby_active,2024-12-03 10:39:51_904
site_2,Changing board state to Standby_failed,2024-12-03 10:39:55_416
site_9,Changing voltage for L41STLW6JJ4T9GM2 from site_9 to set_normal_voltage,2024-12-03 10:40:02_375
site_8,Changing voltage for CWLOPPMSS3UWFQ5D from site_8 to set_high_voltage,2024-12-03 10:40:04_686
site_7,Changing voltage for 3C1VJAH26GAXV1DC from site_7 to set_high_voltage,2024-12-03 10:40:07_358
site_9,Changing voltage for PH1D00300ISHZ1J5 from site_9 to set_low_voltage,2024-12-03 10:40:09_401
site_1,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-03 10:40:25_716
site_1,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-03 10:40:39_838
site_8,Changing board state to Standby_active,2024-12-03 10:40:41_052
site_10,Changing voltage for RGTOR4HB21ND365F from site_10 to set_high_voltage,2024-12-03 10:40:42_486
site_4,Changing voltage for RGTOR4HB21ND365F from site_4 to set_normal_voltage,2024-12-03 10:40:44_569
site_1,Changing voltage for 1J1NXDEWLQ3SKVGQ from site_1 to set_low_voltage,2024-12-03 10:40:46_145
site_8,Changing board state to Standby_failed,2024-12-03 10:40:49_214
site_5,Changing voltage for CWLOPPMSS3UWFQ5D from site_5 to set_high_voltage,2024-12-03 10:40:50_660
site_5,Changing board state to Standby_active,2024-12-03 10:41:02_390
site_7,Changing board state to Standby_failed,2024-12-03 10:41:04_167
site_8,Changing board state to Standby_active,2024-12-03 10:41:13_280
site_1,Changing voltage for YP40W8HR6XHMAGRC from site_1 to set_high_voltage,2024-12-03 10:41:16_827
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-03 10:41:29_938
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-03 10:41:38_821
site_10,Changing board state to Standby_active,2024-12-03 10:41:40_531
site_8,Changing voltage for JSHMDU0GJ025QUAC from site_8 to set_low_voltage,2024-12-03 10:41:41_309
site_5,Changing board state to Standby_active,2024-12-03 10:41:47_138
site_3,Changing board state to Standby_failed,2024-12-03 10:41:55_853
site_10,Changing voltage for KBAB3OQKVPFWQ1GN from site_10 to set_high_voltage,2024-12-03 10:41:59_179
site_2,Changing voltage for YX4G0WGMC5BNBKFQ from site_2 to set_normal_voltage,2024-12-03 10:42:03_579
site_8,Changing board state to Standby_failed,2024-12-03 10:42:12_808
site_10,Changing voltage for UKPEIHKRKTJYIJFE from site_10 to set_normal_voltage,2024-12-03 10:42:15_454
site_10,Changing board state to Standby_failed,2024-12-03 10:42:16_873
site_7,Changing voltage for WLK4T58A7ZPGD3SV from site_7 to set_normal_voltage,2024-12-03 10:42:19_969
site_8,Changing board state to Standby_active,2024-12-03 10:42:21_018
site_5,Changing voltage for PP8V0VIGADM3NU6W from site_5 to set_low_voltage,2024-12-03 10:42:26_617
site_10,Changing voltage for YP40W8HR6XHMAGRC from site_10 to set_high_voltage,2024-12-03 10:42:32_288
site_4,Changing board state to Standby_failed,2024-12-03 10:42:35_519
site_3,Changing voltage for S8CHY2BTKW8UOP87 from site_3 to set_high_voltage,2024-12-03 10:42:40_264
site_8,Changing board state to Standby_failed,2024-12-03 10:42:41_819
site_6,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-03 10:42:58_995
site_6,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-03 10:43:09_214
site_5,Changing board state to Standby_failed,2024-12-03 10:43:09_898
site_10,Changing board state to Standby_active,2024-12-03 10:43:10_243
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-03 10:43:22_513
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-12-03 10:43:32_468
site_3,Changing board state to Standby_active,2024-12-03 10:43:33_059
site_10,Changing voltage for HUFR7UEF1DJYSTPP from site_10 to set_low_voltage,2024-12-03 10:43:36_697
site_1,Changing board state to Standby_active,2024-12-03 10:43:38_670
