_,Starting chaos monkey,2024-11-19 11:10:55_914
site_6,Changing board state to Standby_active,2024-11-19 11:11:03_839
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 11:11:16_086
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 11:11:23_577
site_5,Changing voltage for VIR006AEXATFC1RN from site_5 to set_low_voltage,2024-11-19 11:11:27_276
site_2,Changing board state to Standby_active,2024-11-19 11:11:29_393
site_4,Changing voltage for 1H9G9E40GJFVDFHY from site_4 to set_high_voltage,2024-11-19 11:11:32_957
site_5,Changing board state to Standby_active,2024-11-19 11:11:36_200
site_2,Changing board state to Standby_failed,2024-11-19 11:11:44_840
site_5,Changing voltage for IF4GUJQ3Q22CZJRA from site_5 to set_high_voltage,2024-11-19 11:11:47_941
site_4,Changing voltage for NKMOUK7JSMJZNAOQ from site_4 to set_high_voltage,2024-11-19 11:12:01_300
site_3,Changing voltage for JU08LX2KFXT58PMM from site_3 to set_high_voltage,2024-11-19 11:12:06_888
site_1,Changing board state to Standby_active,2024-11-19 11:12:09_562
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 11:12:33_190
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 11:12:41_384
site_4,Changing voltage for EMCA01DACYP5C6H3 from site_4 to set_low_voltage,2024-11-19 11:12:52_392
site_4,Changing board state to Standby_active,2024-11-19 11:12:53_268
site_2,Changing board state to Standby_active,2024-11-19 11:13:03_901
site_1,Changing voltage for 3LR9NHM3DD2VEIPJ from site_1 to set_low_voltage,2024-11-19 11:13:06_849
site_6,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 11:13:09_981
