_,Starting chaos monkey,2024-11-19 09:57:36_563
site_4,Changing voltage for 744V0AU4CXEEVHCV from site_4 to set_high_voltage,2024-11-19 09:57:53_905
site_1,Changing voltage for AWG7P12021AIWD9K from site_1 to set_low_voltage,2024-11-19 09:57:56_776
site_3,Changing voltage for BN309D2RC49NR79V from site_3 to set_normal_voltage,2024-11-19 09:58:08_888
site_5,Changing board state to Standby_active,2024-11-19 09:58:08_897
site_1,Changing board state to Standby_active,2024-11-19 09:58:11_810
site_4,Changing voltage for SRG8I8KS3V03HKG6 from site_4 to set_normal_voltage,2024-11-19 09:58:15_604
site_6,Changing board state to Standby_active,2024-11-19 09:58:19_291
site_5,Changing board state to Standby_failed,2024-11-19 09:58:22_246
site_5,Changing voltage for 7FD4W1Q7VBJ5INNG from site_5 to set_low_voltage,2024-11-19 09:58:23_233
site_1,Changing board state to Standby_failed,2024-11-19 09:58:34_429
site_3,Changing board state to Standby_active,2024-11-19 09:58:35_622
site_4,Changing voltage for JUHOO0QUU4U90K1B from site_4 to set_low_voltage,2024-11-19 09:58:39_042
site_3,Changing board state to Standby_failed,2024-11-19 09:58:40_673
site_5,Changing voltage for FR9BDZ4J7LQ683GV from site_5 to set_normal_voltage,2024-11-19 09:58:46_456
site_2,Changing voltage for H4Z6IX4EUXJCDSL6 from site_2 to set_normal_voltage,2024-11-19 09:58:49_649
site_1,Changing voltage for TNPCTYKUCZROKN01 from site_1 to set_low_voltage,2024-11-19 09:58:55_666
site_1,Changing voltage for 0GEGOMJCZH37ZA2O from site_1 to set_normal_voltage,2024-11-19 09:58:58_791
site_3,Changing board state to Standby_active,2024-11-19 09:59:02_222
site_6,Changing voltage for NZAR2LTS5ALHNILV from site_6 to set_normal_voltage,2024-11-19 09:59:12_652
site_1,Changing voltage for KEQ34WY6XQT769K2 from site_1 to set_normal_voltage,2024-11-19 09:59:15_792
site_5,Changing voltage for T6MXVB8BVN9BDG36 from site_5 to set_high_voltage,2024-11-19 09:59:26_937
site_6,Changing board state to Standby_failed,2024-11-19 09:59:29_253
site_6,Changing board state to Standby_active,2024-11-19 09:59:31_085
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 09:59:42_572
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 09:59:52_308
site_1,Changing board state to Standby_active,2024-11-19 09:59:56_803
site_1,Changing board state to Standby_failed,2024-11-19 10:00:05_406
site_5,Changing voltage for 3LR9NHM3DD2VEIPJ from site_5 to set_low_voltage,2024-11-19 10:00:13_739
site_1,Changing board state to Standby_active,2024-11-19 10:00:22_898
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 10:00:41_605
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 10:00:48_582
site_3,Changing voltage for 0GEGOMJCZH37ZA2O from site_3 to set_normal_voltage,2024-11-19 10:00:53_937
site_1,Changing voltage for IF4GUJQ3Q22CZJRA from site_1 to set_low_voltage,2024-11-19 10:00:56_206
site_6,Changing voltage for 39T3H133GTEI0IXX from site_6 to set_high_voltage,2024-11-19 10:00:57_333
site_5,Changing board state to Standby_active,2024-11-19 10:01:03_612
site_3,Changing voltage for UZ01DS0MMIR5F88S from site_3 to set_normal_voltage,2024-11-19 10:01:10_852
site_2,Changing board state to Standby_active,2024-11-19 10:01:15_629
site_5,Changing board state to Standby_failed,2024-11-19 10:01:18_202
site_3,Changing board state to Standby_active,2024-11-19 10:01:23_478
site_3,Changing voltage for MDKCNMJIZS3J96BL from site_3 to set_low_voltage,2024-11-19 10:01:24_222
site_6,Changing voltage for LAGQ7F2UQBPQ11IT from site_6 to set_normal_voltage,2024-11-19 10:01:30_984
site_3,Changing voltage for FR9BDZ4J7LQ683GV from site_3 to set_normal_voltage,2024-11-19 10:01:35_533
site_2,Changing board state to Standby_failed,2024-11-19 10:01:38_045
site_4,Changing voltage for F67SJS1JI0XF3NLA from site_4 to set_normal_voltage,2024-11-19 10:01:49_207
site_5,Changing board state to Standby_active,2024-11-19 10:01:52_432
site_3,Changing voltage for 8ASFFS8FWE12MMUN from site_3 to set_high_voltage,2024-11-19 10:01:57_124
site_2,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 10:02:21_006
site_2,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 10:02:32_166
site_4,Changing board state to Standby_active,2024-11-19 10:02:32_438
site_2,Changing voltage for FDOOR30KFJ9RGKEB from site_2 to set_normal_voltage,2024-11-19 10:02:33_151
site_3,Changing board state to Standby_failed,2024-11-19 10:02:45_631
site_4,Changing voltage for SGMIC4W7281HZIUC from site_4 to set_low_voltage,2024-11-19 10:02:53_088
site_1,Changing board state to Standby_failed,2024-11-19 10:02:58_844
