_,Starting chaos monkey,2024-11-19 18:11:27_252
site_3,Changing voltage for RBQQLRUTJ1SV96ZX from site_3 to set_high_voltage,2024-11-19 18:11:30_335
site_5,Changing board state to Standby_active,2024-11-19 18:11:32_072
site_2,Changing voltage for QRJP94RG06U8UWSC from site_2 to set_low_voltage,2024-11-19 18:11:34_865
site_3,Changing voltage for ZK0MG8FQWMPKCZNI from site_3 to set_normal_voltage,2024-11-19 18:11:43_825
site_5,Changing board state to Standby_failed,2024-11-19 18:11:45_033
site_5,Changing board state to Standby_active,2024-11-19 18:11:51_018
site_2,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:12:04_585
site_2,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:12:11_570
site_6,Changing voltage for 41LQF3Y32EW7JW1E from site_6 to set_normal_voltage,2024-11-19 18:12:19_701
site_5,Changing voltage for XBHRLS2QBE024EMT from site_5 to set_normal_voltage,2024-11-19 18:12:23_209
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:12:35_886
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:12:47_797
site_1,Changing voltage for YN5SQ2AXPDO92F6E from site_1 to set_normal_voltage,2024-11-19 18:12:48_811
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:13:00_547
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:13:06_054
site_7,Changing voltage for 6I8JLLOR4RORCOWB from site_7 to set_low_voltage,2024-11-19 18:13:08_405
site_7,Changing voltage for P5MLUDBTRDZTOQ54 from site_7 to set_high_voltage,2024-11-19 18:13:14_266
site_6,Changing board state to Standby_active,2024-11-19 18:13:26_759
site_3,Changing board state to Standby_active,2024-11-19 18:13:30_186
site_4,Changing voltage for Q7NXBMSU01KBW3JS from site_4 to set_normal_voltage,2024-11-19 18:13:31_672
site_4,Changing board state to Standby_active,2024-11-19 18:13:35_528
site_5,Changing board state to Standby_active,2024-11-19 18:13:37_481
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:13:48_211
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:13:53_360
site_2,Changing voltage for 0FLW1HTQA4EC2ZEV from site_2 to set_normal_voltage,2024-11-19 18:13:54_157
site_1,Changing voltage for S9QGGZOCYEFMLWHS from site_1 to set_low_voltage,2024-11-19 18:13:55_617
site_7,Changing board state to Standby_active,2024-11-19 18:13:55_851
site_7,Changing board state to Standby_failed,2024-11-19 18:14:01_418
site_2,Changing board state to Standby_active,2024-11-19 18:14:05_090
site_3,Changing voltage for R17W7TELMHSMJUFT from site_3 to set_high_voltage,2024-11-19 18:14:09_567
site_4,Changing voltage for PKT83MZBCW9PBUJB from site_4 to set_normal_voltage,2024-11-19 18:14:12_451
site_2,Changing voltage for ZK0MG8FQWMPKCZNI from site_2 to set_normal_voltage,2024-11-19 18:14:19_447
site_2,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:14:30_311
site_2,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:14:42_000
site_1,Changing voltage for PXUZ4FEV3HNWIA2I from site_1 to set_normal_voltage,2024-11-19 18:14:45_748
site_7,Changing board state to Standby_active,2024-11-19 18:14:48_636
site_3,Changing board state to Standby_failed,2024-11-19 18:14:52_135
site_4,Changing board state to Standby_failed,2024-11-19 18:14:54_419
site_7,Changing board state to Standby_failed,2024-11-19 18:14:56_196
site_2,Changing board state to Standby_active,2024-11-19 18:15:04_138
site_5,Changing voltage for 82Z6FQO2RJFGZIGM from site_5 to set_normal_voltage,2024-11-19 18:15:08_157
site_7,Changing board state to Standby_active,2024-11-19 18:15:09_467
site_6,Changing voltage for 2Y2FYT4UD6OSSCWJ from site_6 to set_normal_voltage,2024-11-19 18:15:10_822
site_5,Changing voltage for LT2EGU9PIFZU91YL from site_5 to set_normal_voltage,2024-11-19 18:15:14_895
site_3,Changing voltage for 2WMGR015ZSEQRWQ4 from site_3 to set_high_voltage,2024-11-19 18:15:16_554
site_6,Changing board state to Standby_failed,2024-11-19 18:15:20_220
site_6,Changing board state to Standby_active,2024-11-19 18:15:20_340
site_7,Changing board state to Standby_failed,2024-11-19 18:15:23_321
site_6,Changing voltage for 2Y2FYT4UD6OSSCWJ from site_6 to set_normal_voltage,2024-11-19 18:15:23_661
site_5,Changing voltage for 2Y2FYT4UD6OSSCWJ from site_5 to set_normal_voltage,2024-11-19 18:15:26_015
site_7,Changing voltage for 4XUBU9IGL94A1C5H from site_7 to set_low_voltage,2024-11-19 18:15:26_763
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:15:45_368
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:15:56_365
site_4,Changing board state to Standby_active,2024-11-19 18:15:59_786
site_3,Changing board state to Standby_active,2024-11-19 18:16:02_438
site_6,Changing voltage for DNZ50PXV88Q7UNA2 from site_6 to set_high_voltage,2024-11-19 18:16:03_212
site_4,Changing voltage for 15FOFS277V2PN76Z from site_4 to set_low_voltage,2024-11-19 18:16:07_692
site_2,Changing board state to Standby_failed,2024-11-19 18:16:09_659
site_6,Changing voltage for 04CY6S4GHLR6E1VX from site_6 to set_normal_voltage,2024-11-19 18:16:11_082
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:16:21_827
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:16:29_307
site_4,Changing voltage for 72SD9F2T0RZ400AK from site_4 to set_high_voltage,2024-11-19 18:16:37_564
site_3,Changing board state to Standby_failed,2024-11-19 18:16:42_926
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:16:53_558
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:17:06_618
site_3,Changing board state to Standby_active,2024-11-19 18:17:07_954
site_3,Changing board state to Standby_failed,2024-11-19 18:17:08_670
site_5,Changing board state to Standby_active,2024-11-19 18:17:13_813
site_2,Changing board state to Standby_active,2024-11-19 18:17:17_854
site_2,Changing voltage for WFTK2XMFVVK032SA from site_2 to set_normal_voltage,2024-11-19 18:17:25_622
site_5,Changing voltage for E2S7R6EO7L5G2H9T from site_5 to set_normal_voltage,2024-11-19 18:17:26_553
site_5,Changing voltage for Q1NYYSWIT0HLH6S7 from site_5 to set_low_voltage,2024-11-19 18:17:28_283
site_1,Changing board state to Standby_active,2024-11-19 18:17:29_651
site_1,Changing board state to Standby_failed,2024-11-19 18:17:32_977
site_7,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:17:52_450
site_7,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:17:55_572
site_1,Changing board state to Standby_active,2024-11-19 18:17:57_413
site_4,Changing voltage for ME5GAVCLWZZ8DD09 from site_4 to set_normal_voltage,2024-11-19 18:17:58_431
site_2,Changing voltage for W9DRQARTHT44P08K from site_2 to set_normal_voltage,2024-11-19 18:18:00_500
site_7,Changing board state to Standby_active,2024-11-19 18:18:01_070
site_4,Changing board state to Standby_failed,2024-11-19 18:18:04_446
site_2,Changing board state to Standby_failed,2024-11-19 18:18:08_673
site_7,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:18:20_672
site_7,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 18:18:24_189
