_,Starting chaos monkey,2024-11-12 20:49:51_524
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-12 20:50:20_825
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-12 20:50:36_339
site_2,Changing voltage for TVXDRT5MQ4EIHMNF from site_2 to set_low_voltage,2024-11-12 20:50:37_134
site_3,Changing voltage for W70QKF62W88YRJQP from site_3 to set_low_voltage,2024-11-12 20:50:43_583
site_2,Changing board state to Standby_active,2024-11-12 20:50:44_644
site_2,Changing board state to Standby_failed,2024-11-12 20:51:10_141
site_3,Changing voltage for O25K54WFM23SXQEE from site_3 to set_normal_voltage,2024-11-12 20:51:15_222
site_3,Changing board state to Standby_active,2024-11-12 20:51:18_159
site_2,Changing voltage for BUKA76LEI7Q26PMT from site_2 to set_normal_voltage,2024-11-12 20:51:32_470
site_1,Changing voltage for TRE4ZCA5IVYYDHLI from site_1 to set_normal_voltage,2024-11-12 20:51:48_974
site_1,Changing voltage for JLMYOID07M8I7DGX from site_1 to set_low_voltage,2024-11-12 20:51:52_922
site_2,Changing voltage for GLHW2G6N8ICD62ZA from site_2 to set_normal_voltage,2024-11-12 20:51:57_499
site_3,Changing board state to Standby_failed,2024-11-12 20:52:27_252
site_3,Changing board state to Standby_active,2024-11-12 20:52:32_669
site_2,Changing voltage for 0AU2QWMQYFTQ0EVR from site_2 to set_low_voltage,2024-11-12 20:52:35_796
site_2,Changing voltage for OER4G3K6SO6RTMW6 from site_2 to set_normal_voltage,2024-11-12 20:52:39_890
site_2,Changing voltage for WPQG1M2L6OUFAXTN from site_2 to set_normal_voltage,2024-11-12 20:52:47_302
site_3,Changing board state to Standby_failed,2024-11-12 20:52:52_047
site_2,Changing voltage for 43FZIAFB5M3PUM5V from site_2 to set_high_voltage,2024-11-12 20:52:58_661
site_3,Changing voltage for PZU7PI6ZVMISBJ5R from site_3 to set_normal_voltage,2024-11-12 20:53:02_543
