_,Starting chaos monkey,2024-11-13 10:15:21_659
site_2,Changing board state to Standby_active,2024-11-13 10:15:22_582
site_2,Changing voltage for 0FQBNHMP1O2PQQB7 from site_2 to set_low_voltage,2024-11-13 10:15:29_942
site_3,Changing board state to Standby_active,2024-11-13 10:15:50_250
site_3,Changing board state to Standby_failed,2024-11-13 10:15:51_827
site_2,Changing board state to Standby_failed,2024-11-13 10:15:59_570
site_2,Changing voltage for LJCTLG3NKNY0TGBE from site_2 to set_normal_voltage,2024-11-13 10:16:01_947
site_3,Changing board state to Standby_active,2024-11-13 10:16:05_145
site_2,Changing voltage for O25K54WFM23SXQEE from site_2 to set_normal_voltage,2024-11-13 10:16:06_979
site_1,Changing board state to Standby_active,2024-11-13 10:16:21_767
site_1,Changing voltage for MDOIPPRTT5W5XWAD from site_1 to set_low_voltage,2024-11-13 10:16:35_566
site_3,Changing voltage for 52PHXLBHH17W9RZM from site_3 to set_normal_voltage,2024-11-13 10:16:41_240
site_2,Changing board state to Standby_active,2024-11-13 10:16:47_081
site_2,Changing voltage for 96NWX5503BYP1AD6 from site_2 to set_high_voltage,2024-11-13 10:17:08_197
site_3,Changing voltage for AL9BI85C2S9UW55N from site_3 to set_low_voltage,2024-11-13 10:17:11_995
site_1,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 10:17:26_019
site_1,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 10:17:36_203
site_1,Changing board state to Standby_active,2024-11-13 10:17:44_232
site_3,Changing voltage for 2COYQ5ZWPUXVL9XR from site_3 to set_low_voltage,2024-11-13 10:17:49_514
site_2,Changing board state to Standby_failed,2024-11-13 10:17:51_948
site_2,Changing voltage for REZLNAR2EM1UNH7O from site_2 to set_normal_voltage,2024-11-13 10:18:02_179
site_2,Changing voltage for CSF2HQE2IHE6C904 from site_2 to set_low_voltage,2024-11-13 10:18:07_596
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 10:18:20_328
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 10:18:33_395
site_3,Changing board state to Standby_active,2024-11-13 10:19:03_272
site_1,Changing board state to Standby_failed,2024-11-13 10:19:08_479
site_1,Changing board state to Standby_active,2024-11-13 10:19:14_897
site_1,Changing voltage for XYT6RJR5VYDS361R from site_1 to set_normal_voltage,2024-11-13 10:19:20_436
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 10:19:47_357
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 10:19:58_382
site_1,Changing voltage for T3W5E9WZTK1D0EXR from site_1 to set_normal_voltage,2024-11-13 10:20:13_839
site_3,Changing voltage for BUKA76LEI7Q26PMT from site_3 to set_normal_voltage,2024-11-13 10:20:18_945
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 10:20:32_835
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 10:20:48_423
site_2,Changing board state to Standby_active,2024-11-13 10:20:55_878
site_1,Changing board state to Standby_failed,2024-11-13 10:21:15_748
site_3,Changing voltage for XYT6RJR5VYDS361R from site_3 to set_normal_voltage,2024-11-13 10:21:25_264
site_2,Changing board state to Standby_failed,2024-11-13 10:21:45_264
site_1,Changing voltage for ZFX75H69KIVGHDT4 from site_1 to set_high_voltage,2024-11-13 10:21:49_049
site_3,Changing board state to Standby_active,2024-11-13 10:21:50_446
site_2,Changing board state to Standby_active,2024-11-13 10:22:00_857
site_2,Changing voltage for 0TE7STZKLY8NKJZW from site_2 to set_low_voltage,2024-11-13 10:22:04_811
site_3,Changing voltage for X6YERVK1EK11KLQZ from site_3 to set_normal_voltage,2024-11-13 10:22:17_814
site_1,Changing voltage for EM9L2PFP2VXRKGMA from site_1 to set_high_voltage,2024-11-13 10:22:35_665
site_3,Changing voltage for IYID3QY9X9I65ULL from site_3 to set_normal_voltage,2024-11-13 10:22:45_033
site_3,Changing voltage for GBPSIUT23C7R8I85 from site_3 to set_low_voltage,2024-11-13 10:22:53_094
site_2,Changing board state to Standby_failed,2024-11-13 10:23:23_100
site_3,Changing voltage for XW3FMTPRGV6DNGTU from site_3 to set_high_voltage,2024-11-13 10:23:36_146
site_2,Changing voltage for EEWAD1TJ8BK4ZY3W from site_2 to set_low_voltage,2024-11-13 10:23:47_362
site_3,Changing board state to Standby_failed,2024-11-13 10:24:03_700
site_3,Changing board state to Standby_active,2024-11-13 10:24:07_048
site_2,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 10:24:19_693
