_,Starting chaos monkey,2024-11-20 21:35:10_317
site_9,Changing voltage for 237VA07A6DT6CVAG from site_9 to set_low_voltage,2024-11-20 21:35:12_936
site_8,Changing board state to Standby_active,2024-11-20 21:35:13_552
site_8,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 21:35:25_612
site_8,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 21:35:36_840
site_4,Changing board state to Standby_active,2024-11-20 21:35:40_414
site_7,Changing voltage for 94ATDGJSE4NI9DG1 from site_7 to set_normal_voltage,2024-11-20 21:35:42_566
site_8,Changing board state to Standby_active,2024-11-20 21:35:45_840
site_6,Changing voltage for V9QKUD8WP1ZND4ZH from site_6 to set_low_voltage,2024-11-20 21:35:51_946
site_2,Changing board state to Standby_active,2024-11-20 21:35:54_339
site_1,Changing board state to Standby_active,2024-11-20 21:36:02_357
site_8,Changing voltage for LRO2O8BLMYHT1PFE from site_8 to set_normal_voltage,2024-11-20 21:36:24_537
site_6,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 21:36:35_359
site_6,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 21:36:51_107
site_10,Changing voltage for CROX483TKNWJQNQB from site_10 to set_normal_voltage,2024-11-20 21:36:54_000
site_2,Changing board state to Standby_failed,2024-11-20 21:36:54_094
site_9,Changing board state to Standby_active,2024-11-20 21:37:04_100
site_9,Changing voltage for M9KTZQ2KPVOK2S36 from site_9 to set_low_voltage,2024-11-20 21:37:13_419
site_1,Changing board state to Standby_failed,2024-11-20 21:37:14_715
site_7,Changing voltage for 925BAPK5ZC9E7S92 from site_7 to set_high_voltage,2024-11-20 21:37:17_227
site_9,Changing voltage for 5OUXL590GNDYTOV6 from site_9 to set_normal_voltage,2024-11-20 21:37:29_545
site_7,Changing voltage for L41STLW6JJ4T9GM2 from site_7 to set_normal_voltage,2024-11-20 21:37:35_208
site_10,Changing board state to Standby_active,2024-11-20 21:37:47_761
site_4,Changing board state to Standby_failed,2024-11-20 21:37:50_195
site_7,Changing voltage for R44KLZFEKLNJIWZ0 from site_7 to set_low_voltage,2024-11-20 21:37:52_280
site_6,Changing voltage for X8VDLO4L3ODBGI7B from site_6 to set_high_voltage,2024-11-20 21:38:04_182
site_9,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 21:38:19_471
site_9,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 21:38:27_859
site_4,Changing board state to Standby_active,2024-11-20 21:38:30_113
site_10,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 21:38:42_791
site_10,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 21:38:50_434
site_3,Changing voltage for QR1OUQQQJHWTHV0D from site_3 to set_normal_voltage,2024-11-20 21:38:52_341
site_7,Changing board state to Standby_active,2024-11-20 21:39:02_364
site_3,Changing board state to Standby_active,2024-11-20 21:39:04_031
site_8,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 21:39:15_626
site_8,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 21:39:22_869
site_5,Changing voltage for X8VDLO4L3ODBGI7B from site_5 to set_high_voltage,2024-11-20 21:39:24_744
site_4,Changing board state to Standby_failed,2024-11-20 21:39:26_227
site_7,Changing board state to Standby_failed,2024-11-20 21:39:34_992
site_5,Changing voltage for T3G91Q8CFRFOL115 from site_5 to set_low_voltage,2024-11-20 21:39:38_678
site_9,Changing voltage for 2X4KMG60IP4BDUF8 from site_9 to set_normal_voltage,2024-11-20 21:39:40_697
site_3,Changing board state to Standby_failed,2024-11-20 21:39:45_077
