_,Starting chaos monkey,2024-11-19 15:37:38_067
site_5,Changing board state to Standby_active,2024-11-19 15:37:40_859
site_4,Changing voltage for R8AGOTGTDSGI8QWQ from site_4 to set_low_voltage,2024-11-19 15:37:50_233
site_4,Changing board state to Standby_active,2024-11-19 15:37:51_326
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 15:38:07_722
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 15:38:20_552
site_2,Changing voltage for 9YNHYQN915JMR93J from site_2 to set_normal_voltage,2024-11-19 15:38:22_773
site_6,Changing voltage for L27J7QXL70F3S0QG from site_6 to set_low_voltage,2024-11-19 15:38:28_191
site_6,Changing voltage for BO1Y988F8K5LYFV8 from site_6 to set_low_voltage,2024-11-19 15:38:32_817
site_6,Changing voltage for ZNVYMWQ8R4KEOSRQ from site_6 to set_normal_voltage,2024-11-19 15:38:37_407
site_1,Changing board state to Standby_active,2024-11-19 15:38:43_101
site_3,Changing board state to Standby_active,2024-11-19 15:38:44_747
site_6,Changing voltage for SLKZZO5DO1LDD0GW from site_6 to set_low_voltage,2024-11-19 15:38:45_426
site_2,Changing board state to Standby_active,2024-11-19 15:38:46_589
site_3,Changing voltage for 1JI2FE5JBN4RVX2J from site_3 to set_low_voltage,2024-11-19 15:38:49_549
site_6,Changing voltage for T6MXVB8BVN9BDG36 from site_6 to set_high_voltage,2024-11-19 15:38:51_700
site_6,Changing voltage for 7X2YLO0XPELWN39Q from site_6 to set_low_voltage,2024-11-19 15:38:54_606
site_6,Changing board state to Standby_active,2024-11-19 15:38:55_429
site_1,Changing board state to Standby_failed,2024-11-19 15:38:57_707
site_1,Changing voltage for 6J1QGIAEHS4GPH9C from site_1 to set_high_voltage,2024-11-19 15:38:59_549
site_5,Changing board state to Standby_failed,2024-11-19 15:39:13_345
site_4,Changing board state to Standby_failed,2024-11-19 15:39:25_582
site_4,Changing board state to Standby_active,2024-11-19 15:39:30_204
site_6,Changing board state to Standby_failed,2024-11-19 15:39:32_247
site_5,Changing voltage for MTX14U3U0504EY1U from site_5 to set_normal_voltage,2024-11-19 15:39:33_762
site_6,Changing board state to Standby_active,2024-11-19 15:39:36_933
site_2,Changing board state to Standby_failed,2024-11-19 15:39:41_263
site_5,Changing board state to Standby_active,2024-11-19 15:39:42_771
site_6,Changing board state to Standby_failed,2024-11-19 15:39:52_787
site_3,Changing voltage for VDPA8HMYO46FD7P5 from site_3 to set_low_voltage,2024-11-19 15:39:58_764
site_6,Changing board state to Standby_active,2024-11-19 15:40:06_349
site_1,Changing board state to Standby_active,2024-11-19 15:40:18_045
site_5,Changing board state to Standby_failed,2024-11-19 15:40:26_916
site_2,Changing board state to Standby_active,2024-11-19 15:40:36_147
site_3,Changing voltage for UZ01DS0MMIR5F88S from site_3 to set_normal_voltage,2024-11-19 15:40:39_269
site_6,Changing voltage for 0D4GNC8BAGWSJ96H from site_6 to set_low_voltage,2024-11-19 15:40:57_684
site_4,Changing voltage for 0QBEA55Z167M1QCD from site_4 to set_high_voltage,2024-11-19 15:40:59_681
site_3,Changing board state to Standby_failed,2024-11-19 15:41:07_405
site_5,Changing board state to Standby_active,2024-11-19 15:41:12_243
site_5,Changing board state to Standby_failed,2024-11-19 15:41:14_932
site_1,Changing voltage for PBU27A3CP1HUHG5C from site_1 to set_normal_voltage,2024-11-19 15:41:18_999
site_3,Changing board state to Standby_active,2024-11-19 15:41:23_119
site_5,Changing board state to Standby_active,2024-11-19 15:41:23_961
site_4,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 15:41:36_171
site_4,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 15:41:47_966
site_5,Changing voltage for AVNDABE4N2ARRZLG from site_5 to set_normal_voltage,2024-11-19 15:42:03_375
site_6,Changing voltage for KLONOL96UQPP312U from site_6 to set_low_voltage,2024-11-19 15:42:05_461
site_2,Changing voltage for H9OEEDVW8L0Y2GCJ from site_2 to set_low_voltage,2024-11-19 15:42:21_303
site_4,Changing board state to Standby_active,2024-11-19 15:42:24_481
site_2,Changing voltage for RX4GRHMR7K4NR5IU from site_2 to set_normal_voltage,2024-11-19 15:42:32_861
site_5,Changing voltage for Q7L79O61P5GDYI79 from site_5 to set_normal_voltage,2024-11-19 15:42:37_358
site_1,Changing board state to Standby_failed,2024-11-19 15:42:41_631
site_3,Changing voltage for IAANAQZBJJF26N5P from site_3 to set_normal_voltage,2024-11-19 15:42:53_506
site_5,Changing voltage for 28YFP37KA8HZ5E5W from site_5 to set_high_voltage,2024-11-19 15:43:03_140
site_4,Changing board state to Standby_failed,2024-11-19 15:43:15_926
site_4,Changing board state to Standby_active,2024-11-19 15:43:18_618
site_1,Changing voltage for 4SLVYB53F29TH31C from site_1 to set_low_voltage,2024-11-19 15:43:21_849
site_1,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 15:43:35_633
site_1,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 15:43:43_270
site_3,Changing voltage for 744V0AU4CXEEVHCV from site_3 to set_high_voltage,2024-11-19 15:43:45_269
site_3,Changing board state to Standby_failed,2024-11-19 15:43:48_071
site_2,Changing voltage for 7FDMDUFJDICJ2DDM from site_2 to set_low_voltage,2024-11-19 15:43:54_386
site_1,Changing voltage for P9XT6XJDNZY72TAO from site_1 to set_low_voltage,2024-11-19 15:44:03_059
site_1,Changing voltage for 50L7ZLE4YXQGHLMW from site_1 to set_normal_voltage,2024-11-19 15:44:12_050
site_4,Changing voltage for 1DX7HK5YVXO4FP25 from site_4 to set_normal_voltage,2024-11-19 15:44:12_758
site_6,Changing voltage for L38ZL0YFWY3WJYFM from site_6 to set_high_voltage,2024-11-19 15:44:18_443
site_2,Changing board state to Standby_failed,2024-11-19 15:44:20_452
site_6,Changing board state to Standby_failed,2024-11-19 15:44:27_277
site_6,Changing voltage for C0RLC7ZLAR2CT8N9 from site_6 to set_normal_voltage,2024-11-19 15:44:31_397
site_6,Changing board state to Standby_active,2024-11-19 15:44:40_546
site_5,Changing board state to Standby_failed,2024-11-19 15:44:48_965
site_3,Changing board state to Standby_active,2024-11-19 15:44:49_514
site_1,Changing board state to Standby_active,2024-11-19 15:44:58_744
site_1,Changing voltage for 1JI2FE5JBN4RVX2J from site_1 to set_high_voltage,2024-11-19 15:45:01_483
site_4,Changing voltage for XXL0DU3I83R2LF24 from site_4 to set_normal_voltage,2024-11-19 15:45:16_890
site_3,Changing voltage for Y0JZV5MS7R729Y59 from site_3 to set_normal_voltage,2024-11-19 15:45:19_176
site_4,Changing board state to Standby_failed,2024-11-19 15:45:19_399
site_5,Changing board state to Standby_active,2024-11-19 15:45:23_567
site_6,Changing board state to Standby_failed,2024-11-19 15:45:25_466
site_4,Changing board state to Standby_active,2024-11-19 15:45:33_009
site_3,Changing voltage for Y7RCDNHOSPO5LXPR from site_3 to set_normal_voltage,2024-11-19 15:45:39_197
site_1,Changing board state to Standby_failed,2024-11-19 15:45:40_510
site_2,Changing voltage for 4YOVCS2Y33OZAPTB from site_2 to set_normal_voltage,2024-11-19 15:45:51_242
site_3,Changing voltage for PBU27A3CP1HUHG5C from site_3 to set_normal_voltage,2024-11-19 15:45:53_312
site_1,Changing voltage for ELLNDOT8PGYLI496 from site_1 to set_normal_voltage,2024-11-19 15:45:55_463
site_1,Changing board state to Standby_active,2024-11-19 15:45:55_543
site_6,Changing voltage for 744V0AU4CXEEVHCV from site_6 to set_low_voltage,2024-11-19 15:45:59_563
site_1,Changing board state to Standby_failed,2024-11-19 15:46:03_925
