_,Starting chaos monkey,2024-11-20 08:12:00_508
site_6,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 08:12:17_192
site_6,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 08:12:23_270
site_1,Changing voltage for Z6RROEY7T6ULNNE1 from site_1 to set_normal_voltage,2024-11-20 08:12:24_222
site_4,Changing voltage for 9SL7C0UGYA642JHP from site_4 to set_normal_voltage,2024-11-20 08:12:28_147
site_2,Changing board state to Standby_active,2024-11-20 08:12:28_840
site_8,Changing board state to Standby_active,2024-11-20 08:12:29_878
site_1,Changing voltage for W0A662CJC0XH04IZ from site_1 to set_low_voltage,2024-11-20 08:12:31_852
site_3,Changing voltage for 4GDO2SL5GXNPRVBT from site_3 to set_normal_voltage,2024-11-20 08:12:32_454
site_8,Changing board state to Standby_failed,2024-11-20 08:12:33_688
site_1,Changing board state to Standby_active,2024-11-20 08:12:35_150
site_7,Changing voltage for HUIRFWVIICY5ICKU from site_7 to set_normal_voltage,2024-11-20 08:12:46_926
site_1,Changing voltage for 8ROGTIOB7ZW0M1ZC from site_1 to set_normal_voltage,2024-11-20 08:12:48_144
site_4,Changing voltage for N9MYNZAX1BJJIWO3 from site_4 to set_high_voltage,2024-11-20 08:12:50_253
site_7,Changing voltage for HU9WCPZ1KZLOPVCA from site_7 to set_low_voltage,2024-11-20 08:12:56_424
site_3,Changing voltage for YGLTKGW0WCYW6RZ2 from site_3 to set_low_voltage,2024-11-20 08:12:58_564
site_1,Changing board state to Standby_failed,2024-11-20 08:13:01_155
site_4,Changing board state to Standby_active,2024-11-20 08:13:08_255
site_1,Changing voltage for 05AIUKWJK40A4PVE from site_1 to set_low_voltage,2024-11-20 08:13:14_951
site_3,Changing voltage for MRSRGWZAVG46WZZK from site_3 to set_high_voltage,2024-11-20 08:13:18_507
site_1,Changing board state to Standby_active,2024-11-20 08:13:21_876
site_4,Changing board state to Standby_failed,2024-11-20 08:13:23_293
site_8,Changing board state to Standby_active,2024-11-20 08:13:30_108
site_7,Changing voltage for J1MORDM9JICUPPBO from site_7 to set_high_voltage,2024-11-20 08:13:30_605
site_5,Changing board state to Standby_active,2024-11-20 08:13:32_057
site_5,Changing voltage for JU9CNI8H2I1H2662 from site_5 to set_low_voltage,2024-11-20 08:13:33_858
site_4,Changing voltage for 8UNVEJ7P2RO5D9FA from site_4 to set_normal_voltage,2024-11-20 08:13:38_858
site_1,Changing board state to Standby_failed,2024-11-20 08:13:42_096
site_5,Changing board state to Standby_failed,2024-11-20 08:13:48_391
site_8,Changing voltage for 0P34OTM1BOCMTVSP from site_8 to set_normal_voltage,2024-11-20 08:13:50_800
site_3,Changing board state to Standby_active,2024-11-20 08:13:54_215
site_3,Changing voltage for HY9PVGXHEPODQCP6 from site_3 to set_normal_voltage,2024-11-20 08:14:04_245
site_5,Changing board state to Standby_active,2024-11-20 08:14:06_345
site_4,Changing board state to Standby_active,2024-11-20 08:14:09_588
site_2,Changing board state to Standby_failed,2024-11-20 08:14:13_359
site_6,Changing board state to Standby_active,2024-11-20 08:14:16_192
site_8,Changing voltage for K7ESV0EKGGQ2AKHL from site_8 to set_low_voltage,2024-11-20 08:14:17_701
site_2,Changing board state to Standby_active,2024-11-20 08:14:19_619
site_8,Changing voltage for HEIYORNJ2EFUIISS from site_8 to set_normal_voltage,2024-11-20 08:14:21_393
site_7,Changing board state to Standby_active,2024-11-20 08:14:23_648
site_4,Changing board state to Standby_failed,2024-11-20 08:14:23_895
site_5,Changing voltage for BUNR1IXXQRR396F6 from site_5 to set_normal_voltage,2024-11-20 08:14:27_364
site_5,Changing voltage for 6CXHN0STHGWBJ7GV from site_5 to set_high_voltage,2024-11-20 08:14:30_319
site_8,Changing board state to Standby_failed,2024-11-20 08:14:32_019
site_6,Changing voltage for HY9PVGXHEPODQCP6 from site_6 to set_normal_voltage,2024-11-20 08:14:35_573
site_6,Changing board state to Standby_failed,2024-11-20 08:14:37_572
site_3,Changing voltage for SU8IGP7R53CRQIKI from site_3 to set_normal_voltage,2024-11-20 08:14:40_642
site_7,Changing voltage for W2U2EL38YH5OJSVZ from site_7 to set_normal_voltage,2024-11-20 08:14:55_567
site_2,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 08:15:10_050
site_2,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 08:15:24_349
site_6,Changing board state to Standby_active,2024-11-20 08:15:24_633
site_2,Changing voltage for ATWCPFXF1NLREALD from site_2 to set_normal_voltage,2024-11-20 08:15:29_023
site_1,Changing voltage for IDSB4I9FYZG92X3H from site_1 to set_low_voltage,2024-11-20 08:15:30_953
site_2,Changing voltage for EQYQAEK7DX1392ZC from site_2 to set_low_voltage,2024-11-20 08:15:35_927
site_5,Changing board state to Standby_failed,2024-11-20 08:15:37_643
