_,Starting chaos monkey,2024-11-20 16:22:54_959
site_5,Changing voltage for I411ORYWMHLW8ZS9 from site_5 to set_normal_voltage,2024-11-20 16:22:56_987
site_6,Changing voltage for DUC7Y8M7YKYWTI9W from site_6 to set_high_voltage,2024-11-20 16:23:07_892
site_4,Changing voltage for 657SCU8BL4A34CBI from site_4 to set_normal_voltage,2024-11-20 16:23:08_716
site_8,Changing voltage for MZMBHBK90LF6ZY5E from site_8 to set_low_voltage,2024-11-20 16:23:12_177
site_9,Changing voltage for 967UL18FFMPT3PC2 from site_9 to set_low_voltage,2024-11-20 16:23:15_360
site_1,Changing voltage for 32RSOU2GM565TOMJ from site_1 to set_low_voltage,2024-11-20 16:23:16_887
site_5,Changing board state to Standby_active,2024-11-20 16:23:18_895
site_7,Changing voltage for 7CB4FJ7NHCE3W62J from site_7 to set_high_voltage,2024-11-20 16:23:25_494
site_7,Changing board state to Standby_active,2024-11-20 16:23:27_356
site_9,Changing board state to Standby_active,2024-11-20 16:23:27_386
site_8,Changing voltage for GR8F1RX7L5BKHZ5N from site_8 to set_normal_voltage,2024-11-20 16:23:31_336
site_5,Changing board state to Standby_failed,2024-11-20 16:23:32_859
site_1,Changing voltage for 2KS7EZJYSZCOXO1X from site_1 to set_normal_voltage,2024-11-20 16:23:35_196
site_8,Changing board state to Standby_active,2024-11-20 16:23:42_667
site_7,Changing board state to Standby_failed,2024-11-20 16:23:44_556
site_6,Changing voltage for KAUNSMQTONAJZGMJ from site_6 to set_low_voltage,2024-11-20 16:23:45_870
site_6,Changing board state to Standby_active,2024-11-20 16:23:47_451
site_4,Changing board state to Standby_active,2024-11-20 16:23:49_162
site_3,Changing board state to Standby_active,2024-11-20 16:23:50_540
site_5,Changing board state to Standby_active,2024-11-20 16:23:52_585
site_4,Changing board state to Standby_failed,2024-11-20 16:23:57_945
site_6,Changing board state to Standby_failed,2024-11-20 16:24:01_126
site_1,Changing voltage for RVFQ3PMLB289SWKU from site_1 to set_normal_voltage,2024-11-20 16:24:03_022
site_8,Changing voltage for I1NVNT8EW1CKRG85 from site_8 to set_high_voltage,2024-11-20 16:24:06_370
site_2,Changing voltage for OM33UPMN1Q4S8HV4 from site_2 to set_normal_voltage,2024-11-20 16:24:07_515
site_4,Changing board state to Standby_active,2024-11-20 16:24:08_883
site_4,Changing voltage for E61H3CNQ5T0CN9I9 from site_4 to set_normal_voltage,2024-11-20 16:24:13_612
site_6,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 16:24:25_866
site_6,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 16:24:33_413
site_3,Changing board state to Standby_failed,2024-11-20 16:24:38_888
site_3,Changing board state to Standby_active,2024-11-20 16:24:40_069
site_2,Changing voltage for P0NPQ8ZFKKB5DKHI from site_2 to set_normal_voltage,2024-11-20 16:24:41_835
site_2,Changing voltage for HNDZIX13L6DHF72N from site_2 to set_low_voltage,2024-11-20 16:24:43_040
site_5,Changing board state to Standby_failed,2024-11-20 16:24:47_716
site_1,Changing voltage for RA9TID31O0Z8JJW0 from site_1 to set_low_voltage,2024-11-20 16:24:53_644
site_6,Changing voltage for EN0965LUSYIADWIR from site_6 to set_low_voltage,2024-11-20 16:24:56_381
site_1,Changing voltage for GEPW9ICMJTJB3A9M from site_1 to set_normal_voltage,2024-11-20 16:25:01_441
site_6,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 16:25:25_450
site_6,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 16:25:38_537
site_1,Changing board state to Standby_active,2024-11-20 16:25:39_320
site_7,Changing voltage for BZ9SO4VN14U8RZXU from site_7 to set_high_voltage,2024-11-20 16:25:40_663
site_1,Changing voltage for H5FHIE9Q415XHF1O from site_1 to set_low_voltage,2024-11-20 16:25:42_593
site_6,Changing board state to Standby_active,2024-11-20 16:25:48_640
site_9,Changing board state to Standby_failed,2024-11-20 16:25:49_891
site_4,Changing board state to Standby_failed,2024-11-20 16:25:51_835
site_9,Changing voltage for 3HJMAMSHC93LETDB from site_9 to set_low_voltage,2024-11-20 16:26:06_040
site_8,Changing voltage for IDLG9JWOLVVCO0ZM from site_8 to set_low_voltage,2024-11-20 16:26:15_699
site_1,Changing board state to Standby_failed,2024-11-20 16:26:16_101
site_3,Changing voltage for RI7635T3JVZGIUG1 from site_3 to set_low_voltage,2024-11-20 16:26:17_536
site_5,Changing board state to Standby_active,2024-11-20 16:26:17_924
site_6,Changing board state to Standby_failed,2024-11-20 16:26:19_675
site_2,Changing voltage for 4YERLTVEWD5PNV7J from site_2 to set_normal_voltage,2024-11-20 16:26:23_739
site_7,Changing voltage for NTA01MTMHISD862O from site_7 to set_low_voltage,2024-11-20 16:26:26_234
site_9,Changing voltage for VM0HA4B5E4NKG7QB from site_9 to set_normal_voltage,2024-11-20 16:26:28_059
site_6,Changing board state to Standby_active,2024-11-20 16:26:29_990
site_7,Changing voltage for 8TAO6EKY4XV4BDPM from site_7 to set_low_voltage,2024-11-20 16:26:31_509
site_1,Changing voltage for 8TAO6EKY4XV4BDPM from site_1 to set_low_voltage,2024-11-20 16:26:37_970
site_5,Changing board state to Standby_failed,2024-11-20 16:26:38_046
site_3,Changing board state to Standby_failed,2024-11-20 16:26:38_091
site_1,Changing voltage for FCR482OXKMUKA1FR from site_1 to set_normal_voltage,2024-11-20 16:26:39_928
site_5,Changing board state to Standby_active,2024-11-20 16:26:46_819
site_1,Changing board state to Standby_active,2024-11-20 16:26:49_262
site_9,Changing board state to Standby_active,2024-11-20 16:26:52_203
site_3,Changing voltage for 8ACXDRFG3EYK3EO4 from site_3 to set_normal_voltage,2024-11-20 16:26:57_765
site_9,Changing board state to Standby_failed,2024-11-20 16:27:03_567
site_9,Changing voltage for VIR5OHY84UYPHG5E from site_9 to set_high_voltage,2024-11-20 16:27:09_213
site_5,Changing voltage for VNTJYMY6LKC8PPW0 from site_5 to set_high_voltage,2024-11-20 16:27:28_194
site_3,Changing board state to Standby_active,2024-11-20 16:27:34_087
site_5,Changing voltage for 638SJYZKT8E945GE from site_5 to set_high_voltage,2024-11-20 16:27:37_778
site_1,Changing voltage for RM3L9PZIDHPRXY71 from site_1 to set_normal_voltage,2024-11-20 16:27:38_598
site_9,Changing board state to Standby_active,2024-11-20 16:27:49_150
site_7,Changing board state to Standby_active,2024-11-20 16:27:50_317
site_9,Changing board state to Standby_failed,2024-11-20 16:27:50_351
site_2,Changing board state to Standby_active,2024-11-20 16:27:53_074
site_4,Changing voltage for 572YMI42HP01ACST from site_4 to set_high_voltage,2024-11-20 16:28:08_390
site_2,Changing voltage for OMK5I5FZPCRDMLKR from site_2 to set_low_voltage,2024-11-20 16:28:09_804
site_4,Changing board state to Standby_active,2024-11-20 16:28:13_982
site_9,Changing board state to Standby_active,2024-11-20 16:28:14_538
site_5,Changing board state to Standby_failed,2024-11-20 16:28:19_862
site_8,Changing voltage for O7UFDXN2UUV1G16R from site_8 to set_high_voltage,2024-11-20 16:28:30_194
site_5,Changing board state to Standby_active,2024-11-20 16:28:30_563
site_6,Changing board state to Standby_failed,2024-11-20 16:28:32_478
site_5,Changing voltage for KAHEGAPAOMIAT6YH from site_5 to set_normal_voltage,2024-11-20 16:28:39_517
site_4,Changing board state to Standby_failed,2024-11-20 16:28:40_578
site_1,Changing board state to Standby_failed,2024-11-20 16:28:41_919
site_5,Changing board state to Standby_failed,2024-11-20 16:28:45_307
site_7,Changing board state to Standby_failed,2024-11-20 16:28:54_397
site_5,Changing voltage for KUHHJ9B76KC4FI7U from site_5 to set_low_voltage,2024-11-20 16:28:58_301
site_8,Changing voltage for ZMDX6TAHF14LJR8T from site_8 to set_normal_voltage,2024-11-20 16:29:00_084
site_5,Changing board state to Standby_active,2024-11-20 16:29:03_050
site_9,Changing board state to Standby_failed,2024-11-20 16:29:03_618
site_9,Changing board state to Standby_active,2024-11-20 16:29:07_192
site_7,Changing voltage for VNTJYMY6LKC8PPW0 from site_7 to set_low_voltage,2024-11-20 16:29:14_834
site_8,Changing voltage for XV18RH3YEHCYM4T1 from site_8 to set_normal_voltage,2024-11-20 16:29:18_036
site_2,Changing voltage for TXFI3GW59DU7WBM3 from site_2 to set_normal_voltage,2024-11-20 16:29:19_203
site_8,Changing voltage for 06LVASYELU5A4TFT from site_8 to set_normal_voltage,2024-11-20 16:29:20_337
site_2,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 16:29:32_926
