_,Starting chaos monkey,2024-11-13 20:20:05_843
site_2,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 20:20:19_951
site_2,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 20:20:33_838
site_3,Changing board state to Standby_active,2024-11-13 20:20:38_004
site_1,Changing voltage for T1ZGTVX3F6RN6Q9C from site_1 to set_high_voltage,2024-11-13 20:20:39_248
site_3,Changing board state to Standby_failed,2024-11-13 20:20:42_705
site_5,Changing board state to Standby_active,2024-11-13 20:20:43_649
site_2,Changing voltage for 6C994S4PTUZVZDQV from site_2 to set_normal_voltage,2024-11-13 20:20:54_860
site_5,Changing board state to Standby_failed,2024-11-13 20:21:05_492
site_1,Changing voltage for L7OHRCVQCCL9GMK2 from site_1 to set_normal_voltage,2024-11-13 20:21:16_077
site_1,Changing board state to Standby_active,2024-11-13 20:21:25_624
site_2,Changing voltage for 90NLYAVUUIWI0QJE from site_2 to set_high_voltage,2024-11-13 20:21:40_225
site_4,Changing board state to Standby_active,2024-11-13 20:21:44_835
site_4,Changing board state to Standby_failed,2024-11-13 20:21:48_963
site_5,Changing voltage for 8J07TU681J4E16Z8 from site_5 to set_low_voltage,2024-11-13 20:21:55_582
site_3,Changing board state to Standby_active,2024-11-13 20:22:12_289
site_5,Changing voltage for R7KNZPH67C1DS7RS from site_5 to set_high_voltage,2024-11-13 20:22:15_020
site_2,Changing voltage for UQFTG9KG3JPU5JDI from site_2 to set_normal_voltage,2024-11-13 20:22:31_750
site_3,Changing voltage for DSJ4OQJ97RBKMRYU from site_3 to set_high_voltage,2024-11-13 20:22:51_740
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 20:23:02_176
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 20:23:14_125
site_1,Changing voltage for 8DDA3T1KB078UAAL from site_1 to set_normal_voltage,2024-11-13 20:23:16_502
site_4,Changing voltage for 7RWQOI5KFGXZSO3N from site_4 to set_high_voltage,2024-11-13 20:23:20_291
site_4,Changing board state to Standby_active,2024-11-13 20:23:24_701
site_2,Changing voltage for GK75ZZZRO32PFF6V from site_2 to set_normal_voltage,2024-11-13 20:23:29_780
site_1,Changing board state to Standby_failed,2024-11-13 20:23:39_970
site_1,Changing board state to Standby_active,2024-11-13 20:23:42_050
site_1,Changing voltage for FHPS69PU2ERMICDY from site_1 to set_normal_voltage,2024-11-13 20:23:50_146
site_3,Changing voltage for A5R2UC23VI8612AT from site_3 to set_normal_voltage,2024-11-13 20:23:58_452
site_2,Changing voltage for NUMZS2XWKSEPP77C from site_2 to set_low_voltage,2024-11-13 20:24:16_164
site_5,Changing board state to Standby_active,2024-11-13 20:24:18_932
site_2,Changing board state to Standby_active,2024-11-13 20:24:20_335
site_4,Changing voltage for X45WDGF3M5SDAIAR from site_4 to set_low_voltage,2024-11-13 20:24:23_055
site_3,Changing voltage for GICRVHMCAO872ENR from site_3 to set_low_voltage,2024-11-13 20:24:27_244
site_3,Changing board state to Standby_failed,2024-11-13 20:24:29_552
site_4,Changing board state to Standby_failed,2024-11-13 20:24:29_898
site_3,Changing board state to Standby_active,2024-11-13 20:24:36_884
site_3,Changing board state to Standby_failed,2024-11-13 20:24:41_358
site_2,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 20:24:58_774
site_2,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 20:25:08_690
site_4,Changing board state to Standby_active,2024-11-13 20:25:12_296
site_1,Changing voltage for 6HXQW65CI5IY1JV8 from site_1 to set_normal_voltage,2024-11-13 20:25:14_963
site_3,Changing voltage for 6ZFI03DB7D9ZQKQU from site_3 to set_low_voltage,2024-11-13 20:25:21_635
site_4,Changing voltage for RA9RBBLO3G9Z3QBI from site_4 to set_normal_voltage,2024-11-13 20:25:25_548
site_1,Changing voltage for GICRVHMCAO872ENR from site_1 to set_high_voltage,2024-11-13 20:25:29_873
site_5,Changing board state to Standby_failed,2024-11-13 20:25:36_133
site_5,Changing board state to Standby_active,2024-11-13 20:25:39_369
site_4,Changing voltage for 32NY59IVMU7SN5YG from site_4 to set_high_voltage,2024-11-13 20:25:42_776
site_4,Changing voltage for PCBTBUYV2FJQQOXG from site_4 to set_high_voltage,2024-11-13 20:25:51_478
site_5,Changing voltage for G7KK6STEL2PDWGCC from site_5 to set_low_voltage,2024-11-13 20:25:53_488
site_4,Changing voltage for NB8M8MUFFSQ0DOGU from site_4 to set_high_voltage,2024-11-13 20:26:05_835
site_3,Changing voltage for HMA81L18IKHRI128 from site_3 to set_normal_voltage,2024-11-13 20:26:09_965
site_1,Changing board state to Standby_failed,2024-11-13 20:26:12_762
site_2,Changing board state to Standby_active,2024-11-13 20:26:25_743
site_2,Changing board state to Standby_failed,2024-11-13 20:26:29_230
site_1,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 20:26:57_733
site_1,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 20:27:12_741
site_5,Changing voltage for IMP6HDB3LM99ONMT from site_5 to set_normal_voltage,2024-11-13 20:27:16_560
site_2,Changing board state to Standby_active,2024-11-13 20:27:22_895
site_3,Changing board state to Standby_active,2024-11-13 20:27:29_007
site_4,Changing voltage for 58EGACMXXDA3BGNT from site_4 to set_normal_voltage,2024-11-13 20:27:31_026
site_4,Changing voltage for 7RWQOI5KFGXZSO3N from site_4 to set_high_voltage,2024-11-13 20:27:33_448
site_5,Changing voltage for LNF3PG8ITAYAFSZT from site_5 to set_low_voltage,2024-11-13 20:27:35_751
