_,Starting chaos monkey,2024-11-12 16:00:28_072
site_2,Changing board state to Standby_active,2024-11-12 16:01:01_624
site_2,Changing board state to Standby_failed,2024-11-12 16:01:23_574
site_2,Changing voltage for SNJPEIZ1I36GOSR1 from site_2 to set_normal_voltage,2024-11-12 16:01:35_806
site_1,Changing voltage for QPG3M1WCC16OJWOE from site_1 to set_normal_voltage,2024-11-12 16:01:39_896
site_1,Changing voltage for JX1B12B308TU1HT3 from site_1 to set_high_voltage,2024-11-12 16:01:46_159
site_1,Changing voltage for EF2WX26Z6EACSCBK from site_1 to set_normal_voltage,2024-11-12 16:01:52_659
site_2,Changing board state to Standby_active,2024-11-12 16:02:04_224
site_2,Changing board state to Standby_failed,2024-11-12 16:02:23_722
site_2,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-12 16:02:54_299
site_2,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-12 16:03:06_566
site_1,Changing board state to Standby_active,2024-11-12 16:03:12_127
site_2,Changing voltage for 0THR8E2MVVPSUJMI from site_2 to set_low_voltage,2024-11-12 16:03:18_082
site_2,Changing board state to Standby_active,2024-11-12 16:03:42_324
site_2,Changing board state to Standby_failed,2024-11-12 16:04:03_671
site_1,Changing board state to Standby_failed,2024-11-12 16:04:14_905
site_2,Changing board state to Standby_active,2024-11-12 16:04:53_903
site_1,Changing board state to Standby_active,2024-11-12 16:05:22_640
site_2,Changing voltage for ASZPC1M3IQY1BYVP from site_2 to set_normal_voltage,2024-11-12 16:05:27_838
site_1,Changing voltage for ZKK3733AMJK0HVV7 from site_1 to set_normal_voltage,2024-11-12 16:05:45_989
site_2,Changing board state to Standby_failed,2024-11-12 16:05:52_777
site_2,Changing voltage for 18ZHZF3DULUT0SSM from site_2 to set_normal_voltage,2024-11-12 16:06:04_580
site_1,Changing voltage for M4PSMFU3JJQ0G2RR from site_1 to set_high_voltage,2024-11-12 16:06:34_142
site_1,Changing board state to Standby_failed,2024-11-12 16:06:51_227
site_2,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-12 16:07:35_874
site_2,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-12 16:07:45_453
site_2,Changing board state to Standby_active,2024-11-12 16:07:56_983
site_1,Changing voltage for 2UXRTIP037SWNNDY from site_1 to set_normal_voltage,2024-11-12 16:08:08_916
site_1,Changing voltage for TGKMFWZOO405MTY9 from site_1 to set_normal_voltage,2024-11-12 16:08:41_501
site_1,Changing voltage for JCX4WA16ORE1H62I from site_1 to set_low_voltage,2024-11-12 16:08:48_792
site_1,Changing voltage for M4PSMFU3JJQ0G2RR from site_1 to set_high_voltage,2024-11-12 16:09:03_876
site_1,Changing voltage for GDOGH08X5PGA1H4G from site_1 to set_normal_voltage,2024-11-12 16:09:18_687
site_1,Changing board state to Standby_active,2024-11-12 16:09:23_896
site_1,Changing board state to Standby_failed,2024-11-12 16:09:27_154
site_1,Changing board state to Standby_active,2024-11-12 16:09:32_758
site_2,Changing board state to Standby_failed,2024-11-12 16:11:09_374
site_1,Changing voltage for V0Q7FJ8306538L46 from site_1 to set_normal_voltage,2024-11-12 16:11:15_357
site_2,Changing voltage for CDK90QV222XKDZ1F from site_2 to set_normal_voltage,2024-11-12 16:11:22_310
site_2,Changing board state to Standby_active,2024-11-12 16:11:51_394
site_1,Changing voltage for 0EWPN8YO2CG2L6KI from site_1 to set_normal_voltage,2024-11-12 16:12:05_747
site_2,Changing board state to Standby_failed,2024-11-12 16:12:14_535
site_1,Changing voltage for LT70A0WEYUDD9EY6 from site_1 to set_high_voltage,2024-11-12 16:12:52_596
site_2,Changing voltage for IB43JRCJ6VGEHQPP from site_2 to set_normal_voltage,2024-11-12 16:13:12_796
site_2,Changing voltage for 398ELE07KLL6FHW1 from site_2 to set_normal_voltage,2024-11-12 16:13:19_629
site_1,Changing voltage for 3LXQTQSH8MH4DZ1W from site_1 to set_high_voltage,2024-11-12 16:13:36_217
