_,Starting chaos monkey,2024-11-19 13:42:22_317
site_5,Changing board state to Standby_active,2024-11-19 13:42:38_143
site_1,Changing voltage for 1MXL3CIUXTF6SL4F from site_1 to set_normal_voltage,2024-11-19 13:42:41_223
site_1,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 13:42:53_192
site_1,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 13:43:05_416
site_3,Changing voltage for BPKXBIQ8BH0ZH1IJ from site_3 to set_normal_voltage,2024-11-19 13:43:09_127
site_6,Changing voltage for DXXKS2LA55OLOXPJ from site_6 to set_normal_voltage,2024-11-19 13:43:12_460
site_5,Changing voltage for GUWJ1YVP2ZC0N1W1 from site_5 to set_normal_voltage,2024-11-19 13:43:15_388
site_2,Changing voltage for GBX4HREANADGN8WG from site_2 to set_normal_voltage,2024-11-19 13:43:16_539
site_5,Changing board state to Standby_failed,2024-11-19 13:43:22_621
site_2,Changing board state to Standby_active,2024-11-19 13:43:24_585
site_3,Changing voltage for ESCG3I27BJHK671G from site_3 to set_low_voltage,2024-11-19 13:43:26_438
site_4,Changing voltage for 2WD2CHO0FE2NIQI6 from site_4 to set_normal_voltage,2024-11-19 13:43:30_084
site_5,Changing board state to Standby_active,2024-11-19 13:43:34_777
site_6,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 13:43:49_461
site_6,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 13:44:02_177
site_4,Changing voltage for 1JA66YA9RC9YXJM0 from site_4 to set_normal_voltage,2024-11-19 13:44:03_018
site_5,Changing board state to Standby_failed,2024-11-19 13:44:12_284
site_4,Changing voltage for L38ZL0YFWY3WJYFM from site_4 to set_low_voltage,2024-11-19 13:44:16_084
site_5,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 13:44:21_913
site_5,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 13:44:33_975
site_4,Changing voltage for OQCSER69Y51FO0UP from site_4 to set_normal_voltage,2024-11-19 13:44:39_807
site_5,Changing voltage for ABKJ9KEDWMN7FEX8 from site_5 to set_low_voltage,2024-11-19 13:44:42_521
site_4,Changing board state to Standby_active,2024-11-19 13:44:45_399
site_2,Changing voltage for TNPCTYKUCZROKN01 from site_2 to set_high_voltage,2024-11-19 13:44:53_138
site_6,Changing voltage for Y17KNLHTA4AQ9PF5 from site_6 to set_low_voltage,2024-11-19 13:45:01_121
site_2,Changing board state to Standby_failed,2024-11-19 13:45:03_232
site_5,Changing voltage for 6TAXTRKMI9VHBZ4A from site_5 to set_high_voltage,2024-11-19 13:45:04_776
site_6,Changing board state to Standby_active,2024-11-19 13:45:13_092
