_,Starting chaos monkey,2024-11-20 12:46:10_215
site_7,Changing board state to Standby_active,2024-11-20 12:46:11_220
site_1,Changing board state to Standby_active,2024-11-20 12:46:12_586
site_5,Changing voltage for 4GDO2SL5GXNPRVBT from site_5 to set_normal_voltage,2024-11-20 12:46:14_777
site_3,Changing board state to Standby_active,2024-11-20 12:46:15_955
site_7,Changing board state to Standby_failed,2024-11-20 12:46:16_317
site_7,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 12:46:29_277
site_7,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 12:46:39_947
site_8,Changing voltage for PFI4ZA6WX9R507NX from site_8 to set_high_voltage,2024-11-20 12:46:44_699
site_8,Changing board state to Standby_active,2024-11-20 12:46:47_591
site_8,Changing board state to Standby_failed,2024-11-20 12:46:50_642
site_1,Changing board state to Standby_failed,2024-11-20 12:46:53_823
site_4,Changing board state to Standby_active,2024-11-20 12:46:54_080
site_7,Changing voltage for VETMQ35WXD9GDUDV from site_7 to set_high_voltage,2024-11-20 12:46:56_627
site_8,Changing board state to Standby_active,2024-11-20 12:47:04_523
site_1,Changing board state to Standby_active,2024-11-20 12:47:05_937
site_4,Changing board state to Standby_failed,2024-11-20 12:47:10_981
site_2,Changing voltage for IKMHWE6RYXGOP28C from site_2 to set_low_voltage,2024-11-20 12:47:12_877
site_8,Changing voltage for JNIO5HCUNKSPH6RP from site_8 to set_normal_voltage,2024-11-20 12:47:22_256
site_1,Changing voltage for R7BZGH4EUC9SDDW4 from site_1 to set_normal_voltage,2024-11-20 12:47:22_807
site_4,Changing voltage for BZH8CY15MGBBT58G from site_4 to set_high_voltage,2024-11-20 12:47:25_985
site_6,Changing board state to Standby_active,2024-11-20 12:47:27_939
site_2,Changing board state to Standby_active,2024-11-20 12:47:29_538
site_8,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 12:47:31_793
site_8,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 12:47:42_634
site_4,Changing voltage for J1MORDM9JICUPPBO from site_4 to set_low_voltage,2024-11-20 12:47:46_128
site_1,Changing board state to Standby_failed,2024-11-20 12:47:50_586
site_4,Changing board state to Standby_active,2024-11-20 12:47:51_827
site_6,Changing voltage for YGLTKGW0WCYW6RZ2 from site_6 to set_high_voltage,2024-11-20 12:47:54_847
site_5,Changing board state to Standby_active,2024-11-20 12:47:55_705
site_2,Changing voltage for RZE2SP68R7Y1NKCB from site_2 to set_normal_voltage,2024-11-20 12:48:01_308
site_8,Changing voltage for ATWCPFXF1NLREALD from site_8 to set_normal_voltage,2024-11-20 12:48:09_025
site_7,Changing board state to Standby_active,2024-11-20 12:48:10_422
site_6,Changing voltage for 790AB7S9OVACI7V3 from site_6 to set_normal_voltage,2024-11-20 12:48:11_276
site_5,Changing voltage for 3YP7WNXYFQE0SGTT from site_5 to set_normal_voltage,2024-11-20 12:48:13_695
site_1,Changing board state to Standby_active,2024-11-20 12:48:14_140
site_3,Changing board state to Standby_failed,2024-11-20 12:48:14_904
site_3,Changing voltage for 2ALPKUJVA3QV0MUB from site_3 to set_low_voltage,2024-11-20 12:48:18_093
site_3,Changing board state to Standby_active,2024-11-20 12:48:21_451
site_6,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 12:48:27_657
site_6,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-20 12:48:39_789
site_2,Changing board state to Standby_failed,2024-11-20 12:48:45_284
site_6,Changing voltage for 039QZI6OWHAOMLOC from site_6 to set_high_voltage,2024-11-20 12:48:50_241
