_,Starting chaos monkey,2024-11-13 11:25:55_734
site_1,Changing board state to Standby_active,2024-11-13 11:26:08_928
site_3,Changing voltage for 49EXZLX25NY53XTT from site_3 to set_low_voltage,2024-11-13 11:26:10_892
site_3,Changing board state to Standby_active,2024-11-13 11:26:15_752
site_2,Changing board state to Standby_active,2024-11-13 11:26:16_420
site_1,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 11:26:30_226
site_1,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 11:26:43_921
site_1,Changing board state to Standby_active,2024-11-13 11:26:52_170
site_2,Changing voltage for EM9L2PFP2VXRKGMA from site_2 to set_high_voltage,2024-11-13 11:26:54_118
site_3,Changing board state to Standby_failed,2024-11-13 11:27:00_074
site_3,Changing board state to Standby_active,2024-11-13 11:27:17_270
site_1,Changing voltage for 2DKDNPDQGHF3AESV from site_1 to set_high_voltage,2024-11-13 11:27:40_560
site_1,Changing board state to Standby_failed,2024-11-13 11:27:44_591
site_1,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 11:28:09_547
site_1,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 11:28:19_778
site_2,Changing voltage for W36PNDZSE2MPCO0J from site_2 to set_normal_voltage,2024-11-13 11:28:20_376
site_2,Changing board state to Standby_failed,2024-11-13 11:28:22_565
site_2,Changing voltage for ZJZL266D3LOPY67S from site_2 to set_low_voltage,2024-11-13 11:28:30_117
site_2,Changing board state to Standby_active,2024-11-13 11:28:35_233
site_1,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 11:28:48_793
site_1,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 11:29:03_310
site_3,Changing voltage for XW3FMTPRGV6DNGTU from site_3 to set_high_voltage,2024-11-13 11:29:14_942
site_1,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 11:29:58_918
site_1,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-13 11:30:06_019
site_1,Changing voltage for N0UTTW70V0V0PGPS from site_1 to set_low_voltage,2024-11-13 11:30:08_407
site_3,Changing voltage for LJCTLG3NKNY0TGBE from site_3 to set_normal_voltage,2024-11-13 11:30:12_790
site_1,Changing voltage for REU9719PD6GQWACS from site_1 to set_normal_voltage,2024-11-13 11:30:22_186
site_2,Changing board state to Standby_failed,2024-11-13 11:30:34_041
site_2,Changing voltage for HJDBVOTMLK7T8DUX from site_2 to set_normal_voltage,2024-11-13 11:30:43_553
site_2,Changing board state to Standby_active,2024-11-13 11:30:48_669
site_2,Changing board state to Standby_failed,2024-11-13 11:30:52_030
site_1,Changing board state to Standby_active,2024-11-13 11:31:08_871
site_1,Changing board state to Standby_failed,2024-11-13 11:31:15_527
site_2,Changing board state to Standby_active,2024-11-13 11:31:19_135
site_3,Changing voltage for 43FZIAFB5M3PUM5V from site_3 to set_high_voltage,2024-11-13 11:31:43_393
site_2,Changing board state to Standby_failed,2024-11-13 11:31:57_546
site_3,Changing board state to Standby_failed,2024-11-13 11:32:08_817
site_3,Changing board state to Standby_active,2024-11-13 11:32:08_924
site_3,Changing board state to Standby_failed,2024-11-13 11:32:16_395
site_2,Changing voltage for LO3KVIM41FP55D3J from site_2 to set_normal_voltage,2024-11-13 11:32:17_529
site_3,Changing voltage for C8GVJ0B1RJH5PPPD from site_3 to set_low_voltage,2024-11-13 11:32:21_689
site_2,Changing board state to Standby_active,2024-11-13 11:32:25_907
site_2,Changing board state to Standby_failed,2024-11-13 11:32:44_211
site_2,Changing board state to Standby_active,2024-11-13 11:32:49_853
site_3,Changing voltage for JLMYOID07M8I7DGX from site_3 to set_low_voltage,2024-11-13 11:32:54_170
site_1,Changing voltage for B7VFEWT0OKM5DQIR from site_1 to set_normal_voltage,2024-11-13 11:32:55_745
site_2,Changing board state to Standby_failed,2024-11-13 11:33:29_147
site_3,Changing voltage for MGRQOO34TSEOCCHT from site_3 to set_normal_voltage,2024-11-13 11:33:41_428
site_2,Changing board state to Standby_active,2024-11-13 11:33:51_010
site_3,Changing board state to Standby_active,2024-11-13 11:33:51_565
site_2,Changing voltage for BUKA76LEI7Q26PMT from site_2 to set_normal_voltage,2024-11-13 11:34:01_362
site_3,Changing board state to Standby_failed,2024-11-13 11:34:10_526
site_2,Changing board state to Standby_failed,2024-11-13 11:34:20_726
site_3,Changing voltage for 50OQNKIF4S84TEQH from site_3 to set_normal_voltage,2024-11-13 11:34:32_558
site_1,Changing board state to Standby_active,2024-11-13 11:34:35_901
site_1,Changing voltage for OQHNIXZ90862PJUM from site_1 to set_low_voltage,2024-11-13 11:35:05_742
site_1,Changing board state to Standby_failed,2024-11-13 11:35:25_301
site_1,Changing voltage for HVXCABQRDFALBYKI from site_1 to set_normal_voltage,2024-11-13 11:35:30_147
site_3,Changing voltage for 86DI0Z5I4RBNWQYZ from site_3 to set_normal_voltage,2024-11-13 11:35:40_172
