_,Starting chaos monkey,2024-11-19 17:09:52_797
site_1,Changing voltage for F2GT8ETBMLYU8PC5 from site_1 to set_high_voltage,2024-11-19 17:09:54_874
site_6,Changing board state to Standby_active,2024-11-19 17:10:10_450
site_3,Shutting down {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 17:10:25_365
site_3,Starting {'username': 'admin', 'password': 'admin', 'port': 9000, 'platform': 'huawei_smartax', 'running': True},2024-11-19 17:10:32_839
site_1,Changing board state to Standby_active,2024-11-19 17:10:36_578
site_1,Changing voltage for YN5SQ2AXPDO92F6E from site_1 to set_normal_voltage,2024-11-19 17:10:38_526
site_6,Changing voltage for 41LQF3Y32EW7JW1E from site_6 to set_normal_voltage,2024-11-19 17:10:40_130
site_3,Changing voltage for MV3JB3Z9RV6ACC8C from site_3 to set_normal_voltage,2024-11-19 17:10:40_744
site_3,Changing board state to Standby_active,2024-11-19 17:10:42_901
site_2,Changing board state to Standby_active,2024-11-19 17:10:46_169
site_6,Changing voltage for 8E913U7XCVXNUIQJ from site_6 to set_normal_voltage,2024-11-19 17:10:48_051
site_6,Changing voltage for WFTK2XMFVVK032SA from site_6 to set_normal_voltage,2024-11-19 17:10:51_299
site_3,Changing voltage for STXLDI35LJ29FMEI from site_3 to set_normal_voltage,2024-11-19 17:10:52_036
site_2,Changing voltage for 0WZBISL40HIMAI3C from site_2 to set_high_voltage,2024-11-19 17:10:52_995
site_3,Changing voltage for FR8I24HB0WB7T468 from site_3 to set_high_voltage,2024-11-19 17:10:56_473
site_3,Changing board state to Standby_failed,2024-11-19 17:11:07_084
site_6,Changing board state to Standby_failed,2024-11-19 17:11:17_290
site_1,Changing board state to Standby_failed,2024-11-19 17:11:17_498
site_2,Changing voltage for WFTK2XMFVVK032SA from site_2 to set_normal_voltage,2024-11-19 17:11:19_105
site_1,Changing voltage for UOAC0M3EXM32RIFW from site_1 to set_normal_voltage,2024-11-19 17:11:19_976
site_7,Changing board state to Standby_active,2024-11-19 17:11:26_725
site_1,Changing voltage for RBQQLRUTJ1SV96ZX from site_1 to set_low_voltage,2024-11-19 17:11:28_552
site_5,Changing board state to Standby_active,2024-11-19 17:11:28_781
site_3,Changing board state to Standby_active,2024-11-19 17:11:38_218
site_3,Changing voltage for MZ5HG4HN6K5EM5WM from site_3 to set_normal_voltage,2024-11-19 17:11:44_008
site_2,Changing board state to Standby_failed,2024-11-19 17:11:45_814
site_7,Changing voltage for GS2FSDE95YY3I2EQ from site_7 to set_low_voltage,2024-11-19 17:11:47_862
site_6,Changing voltage for TGSAF79UU3LX36R0 from site_6 to set_normal_voltage,2024-11-19 17:11:49_912
site_7,Changing voltage for MV3JB3Z9RV6ACC8C from site_7 to set_normal_voltage,2024-11-19 17:11:51_777
site_1,Changing voltage for DB2DFWDL1CDZZOF0 from site_1 to set_low_voltage,2024-11-19 17:11:55_846
site_3,Changing voltage for JICDZRAF72U9MZOB from site_3 to set_normal_voltage,2024-11-19 17:11:57_304
site_7,Changing voltage for 2WMGR015ZSEQRWQ4 from site_7 to set_low_voltage,2024-11-19 17:12:08_631
site_6,Changing voltage for TZYLQST2LFN7A7IG from site_6 to set_low_voltage,2024-11-19 17:12:23_082
site_3,Changing board state to Standby_failed,2024-11-19 17:12:24_215
site_5,Changing board state to Standby_failed,2024-11-19 17:12:25_479
site_4,Changing voltage for 15FOFS277V2PN76Z from site_4 to set_high_voltage,2024-11-19 17:12:27_405
site_7,Changing voltage for P3D20LT6DTV7R1RS from site_7 to set_high_voltage,2024-11-19 17:12:31_583
site_3,Changing voltage for ME5GAVCLWZZ8DD09 from site_3 to set_normal_voltage,2024-11-19 17:12:38_763
site_5,Changing voltage for JICDZRAF72U9MZOB from site_5 to set_normal_voltage,2024-11-19 17:12:40_386
site_5,Changing voltage for Y7SEZUM3DMK4MSS0 from site_5 to set_low_voltage,2024-11-19 17:12:41_310
site_4,Changing voltage for XBHRLS2QBE024EMT from site_4 to set_normal_voltage,2024-11-19 17:12:45_241
site_4,Changing board state to Standby_active,2024-11-19 17:12:46_214
site_4,Changing board state to Standby_failed,2024-11-19 17:12:48_936
site_5,Changing board state to Standby_active,2024-11-19 17:12:50_734
site_2,Changing voltage for 6I8JLLOR4RORCOWB from site_2 to set_high_voltage,2024-11-19 17:12:52_060
site_1,Changing board state to Standby_active,2024-11-19 17:12:52_384
site_3,Changing board state to Standby_active,2024-11-19 17:12:52_413
site_2,Changing board state to Standby_active,2024-11-19 17:12:53_604
site_6,Changing voltage for LT2EGU9PIFZU91YL from site_6 to set_normal_voltage,2024-11-19 17:13:02_166
site_4,Changing voltage for 82Z6FQO2RJFGZIGM from site_4 to set_normal_voltage,2024-11-19 17:13:04_253
site_6,Changing voltage for 5NTA3OQAOLIYYOQU from site_6 to set_normal_voltage,2024-11-19 17:13:07_821
site_4,Changing board state to Standby_active,2024-11-19 17:13:17_656
site_1,Changing voltage for 0BA8DSHOJRTAELSF from site_1 to set_low_voltage,2024-11-19 17:13:17_847
site_1,Changing voltage for 72SD9F2T0RZ400AK from site_1 to set_high_voltage,2024-11-19 17:13:18_774
site_5,Changing board state to Standby_failed,2024-11-19 17:13:19_573
site_1,Changing voltage for 72SD9F2T0RZ400AK from site_1 to set_high_voltage,2024-11-19 17:13:30_556
site_5,Changing voltage for MZ5HG4HN6K5EM5WM from site_5 to set_normal_voltage,2024-11-19 17:13:32_693
site_3,Changing voltage for XRTUB87HZOQB2TD5 from site_3 to set_normal_voltage,2024-11-19 17:13:35_952
site_3,Changing voltage for DB2DFWDL1CDZZOF0 from site_3 to set_low_voltage,2024-11-19 17:13:37_178
site_2,Changing board state to Standby_failed,2024-11-19 17:13:37_589
site_4,Changing board state to Standby_failed,2024-11-19 17:13:38_883
site_5,Changing voltage for ME5GAVCLWZZ8DD09 from site_5 to set_normal_voltage,2024-11-19 17:13:39_460
site_1,Changing board state to Standby_failed,2024-11-19 17:13:44_111
site_7,Changing voltage for HOEQ8O9SUMPE80JN from site_7 to set_normal_voltage,2024-11-19 17:13:48_385
site_6,Changing board state to Standby_active,2024-11-19 17:13:50_211
site_1,Changing voltage for P5MLUDBTRDZTOQ54 from site_1 to set_high_voltage,2024-11-19 17:13:52_987
site_3,Changing voltage for STXLDI35LJ29FMEI from site_3 to set_normal_voltage,2024-11-19 17:14:10_384
site_7,Changing voltage for GVXMEDXDW2E5ZNYP from site_7 to set_normal_voltage,2024-11-19 17:14:11_100
site_3,Changing voltage for 3EW0CWX46TAPWDZ3 from site_3 to set_low_voltage,2024-11-19 17:14:13_325
site_3,Changing voltage for 6GXYS78A4UWT7VT1 from site_3 to set_high_voltage,2024-11-19 17:14:14_132
site_7,Changing voltage for UOAC0M3EXM32RIFW from site_7 to set_normal_voltage,2024-11-19 17:14:17_185
site_5,Changing board state to Standby_active,2024-11-19 17:14:17_887
